Alias	BioSample	Chlorophyll Sensor	Depth	Description	ENA checklist	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Event Date/Time End	Event Date/Time Start	Event Label	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Last Update Date	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Nitrate Sensor	Oxygen Sensor	Project Name	Protocol Label	SRA accession	Salinity Sensor	Sample Collection Device	Sample Name	Sampling Campaign	Sampling Platform	Sampling Station	Size Fraction Lower Threshold	Size Fraction Upper Threshold	Temperature	Title
TARA_Y100000994	SAMEA2621278	0.226052	120	"This sample (TARA_Y100000994) was collected during the Tara Oceans expedition (2009-2013) at station TARA_078 (latitudeN=-30.1484, longitudeE=-43.2705) on date/time=2010-11-04T18:16:53, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 120-120 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.45-0.8 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-11-04T21:18	2010-11-04T18:16:53	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:27Z	public	2014-05-01Z	-30.1495	-30.1484	-43.2486	-43.2705		0.478929	217.140667	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.45-0.8	ERS490697	36.27495	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490697	TARA_20101031Z	SV Tara	TARA_078	0.45	0.8	19.30925	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_MB_D_(120 m)_GIRUS_NUC-dry_W0.45-0.8_TARA_Y100000994
TARA_Y100000996	SAMEA2621277	0.226052	120	"This sample (TARA_Y100000996) was collected during the Tara Oceans expedition (2009-2013) at station TARA_078 (latitudeN=-30.1484, longitudeE=-43.2705) on date/time=2010-11-04T18:16:53, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 120-120 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-0.45 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-11-04T21:18	2010-11-04T18:16:53	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:27Z	public	2014-05-01Z	-30.1495	-30.1484	-43.2486	-43.2705		0.478929	217.140667	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-0.45	ERS490696	36.27495	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490696	TARA_20101031Z	SV Tara	TARA_078	0.22	0.45	19.30925	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_MB_D_(120 m)_GIRUS_NUC-dry_W0.22-0.45_TARA_Y100000996
TARA_Y100000991	SAMEA2621260	0.053173	5	"This sample (TARA_Y100000991) was collected during the Tara Oceans expedition (2009-2013) at station TARA_078 (latitudeN=-30.1367, longitudeE=-43.2899) on date/time=2010-11-04T10:04, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.45-0.8 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-11-04T13:25	2010-11-04T10:04	TARA_20101104T1004Z_078_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:13Z	public	2014-05-01Z	-30.1885	-30.1367	-43.2831	-43.2899		-0.385346	221.47475	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.45-0.8	ERS490665	36.32425	PUMP (High Volume Peristaltic Pump)	ERS490665	TARA_20101031Z	SV Tara	TARA_078	0.45	0.8	19.854083	TARA_20101104T1004Z_078_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.45-0.8_TARA_Y100000991
TARA_Y100000992	SAMEA2621259	0.053173	5	"This sample (TARA_Y100000992) was collected during the Tara Oceans expedition (2009-2013) at station TARA_078 (latitudeN=-30.1367, longitudeE=-43.2899) on date/time=2010-11-04T10:04, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-0.45 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-11-04T13:25	2010-11-04T10:04	TARA_20101104T1004Z_078_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:49Z	public	2014-05-01Z	-30.1885	-30.1367	-43.2831	-43.2899		-0.385346	221.47475	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-0.45	ERS490664	36.32425	PUMP (High Volume Peristaltic Pump)	ERS490664	TARA_20101031Z	SV Tara	TARA_078	0.22	0.45	19.854083	TARA_20101104T1004Z_078_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-0.45_TARA_Y100000992
TARA_Y100000815	SAMEA2621242	0	800	"This sample (TARA_Y100000815) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-20.9315, longitudeE=-35.1794) on date/time=2010-10-17T09:05:05, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 800-800 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.45-0.8 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-10-17T13:37	2010-10-17T09:05:05	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:38Z	public	2014-05-01Z	-20.9724	-20.9315	-35.2742	-35.1794	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	34.589515	192.1655	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.45-0.8	ERS490643	34.369275	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490643	TARA_20101003Z	SV Tara	TARA_076	0.45	0.8	4.749588	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MB_M_(800 m)_GIRUS_NUC-dry_W0.45-0.8_TARA_Y100000815
TARA_Y100000814	SAMEA2621222	0.150865	150	"This sample (TARA_Y100000814) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-21.0292, longitudeE=-35.3498) on date/time=2010-10-16T16:58:37, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 150-150 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.45-0.8 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-10-16T18:43	2010-10-16T16:58:37	TARA_20101016T1700Z_076_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:17Z	public	2014-05-01Z	-21.0675	-21.0292	-35.3923	-35.3498	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	0.580918	203.814833	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.45-0.8	ERS490603	36.724683	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490603	TARA_20101003Z	SV Tara	TARA_076	0.45	0.8	21.643283	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_MB_D_(150 m)_GIRUS_NUC-dry_W0.45-0.8_TARA_Y100000814
TARA_Y100000817	SAMEA2621221	0.150865	150	"This sample (TARA_Y100000817) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-21.0292, longitudeE=-35.3498) on date/time=2010-10-16T16:58:37, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 150-150 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-0.45 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-10-16T18:43	2010-10-16T16:58:37	TARA_20101016T1700Z_076_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:17Z	public	2014-05-01Z	-21.0675	-21.0292	-35.3923	-35.3498	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	0.580918	203.814833	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-0.45	ERS490602	36.724683	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490602	TARA_20101003Z	SV Tara	TARA_076	0.22	0.45	21.643283	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_MB_D_(150 m)_GIRUS_NUC-dry_W0.22-0.45_TARA_Y100000817
TARA_Y100000813	SAMEA2621204	0.033622	5	"This sample (TARA_Y100000813) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-20.9354, longitudeE=-35.1803) on date/time=2010-10-16T09:55, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.45-0.8 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-10-16T12:37	2010-10-16T09:55	TARA_20101016T0955Z_076_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:31Z	public	2014-05-01Z	-21.0073	-20.9354	-35.3344	-35.1803	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	0.030608	206.194333	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.45-0.8	ERS490548	37.101367	PUMP (High Volume Peristaltic Pump)	ERS490548	TARA_20101003Z	SV Tara	TARA_076	0.45	0.8	23.349542	TARA_20101016T0955Z_076_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.45-0.8_TARA_Y100000813
TARA_Y100000816	SAMEA2621203	0.033622	5	"This sample (TARA_Y100000816) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-20.9354, longitudeE=-35.1803) on date/time=2010-10-16T09:55, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-0.45 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-10-16T12:37	2010-10-16T09:55	TARA_20101016T0955Z_076_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:31Z	public	2014-05-01Z	-21.0073	-20.9354	-35.3344	-35.1803	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	0.030608	206.194333	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-0.45	ERS490547	37.101367	PUMP (High Volume Peristaltic Pump)	ERS490547	TARA_20101003Z	SV Tara	TARA_076	0.22	0.45	23.349542	TARA_20101016T0955Z_076_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-0.45_TARA_Y100000816
TARA_Y100000780	SAMEA2621101	0.003811	800	"This sample (TARA_Y100000780) was collected during the Tara Oceans expedition (2009-2013) at station TARA_070 (latitudeN=-20.4075, longitudeE=-3.1641) on date/time=2010-09-21T11:57:54, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 785-812 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.45-0.8 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample is a split of sample(s): TARA_Y100000781."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-09-22T13:16	2010-09-21T11:57:54	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:54Z	public	2014-05-01Z	-20.3356	-20.4075	-3.2659	-3.1641		37.7793	161.730633	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.45-0.8	ERS490382	34.443883	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490382	TARA_20100905Z	SV Tara	TARA_070	0.45	0.8	4.216697	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MB_M_(800 m)_GIRUS_NUC-dry_W0.45-0.8_TARA_Y100000780
TARA_Y100000782	SAMEA2621099	0.003811	800	"This sample (TARA_Y100000782) was collected during the Tara Oceans expedition (2009-2013) at station TARA_070 (latitudeN=-20.4075, longitudeE=-3.1641) on date/time=2010-09-21T11:57:54, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 785-812 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-0.45 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample is a split of sample(s): TARA_Y100000783."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-09-22T13:16	2010-09-21T11:57:54	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:53Z	public	2014-05-01Z	-20.3356	-20.4075	-3.2659	-3.1641		37.7793	161.730633	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-0.45	ERS490380	34.443883	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490380	TARA_20100905Z	SV Tara	TARA_070	0.22	0.45	4.216697	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MB_M_(800 m)_GIRUS_NUC-dry_W0.22-0.45_TARA_Y100000782
TARA_Y100000766	SAMEA2621076	0.324315	5	"This sample (TARA_Y100000766) was collected during the Tara Oceans expedition (2009-2013) at station TARA_070 (latitudeN=-20.4091, longitudeE=-3.1759) on date/time=2010-09-21T06:55, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.45-0.8 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-09-21T08:07	2010-09-21T06:55	TARA_20100921T0655Z_070_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:05Z	public	2014-05-01Z	-20.3976	-20.4091	-3.2009	-3.1759		0.168013	215.650833	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.45-0.8	ERS490337	36.376225	PUMP (High Volume Peristaltic Pump)	ERS490337	TARA_20100905Z	SV Tara	TARA_070	0.45	0.8	19.776808	TARA_20100921T0655Z_070_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.45-0.8_TARA_Y100000766
TARA_Y100000768	SAMEA2621075	0.324315	5	"This sample (TARA_Y100000768) was collected during the Tara Oceans expedition (2009-2013) at station TARA_070 (latitudeN=-20.4091, longitudeE=-3.1759) on date/time=2010-09-21T06:55, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-0.45 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-09-21T08:07	2010-09-21T06:55	TARA_20100921T0655Z_070_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:49:04Z	public	2014-05-01Z	-20.3976	-20.4091	-3.2009	-3.1759		0.168013	215.650833	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-0.45	ERS490336	36.376225	PUMP (High Volume Peristaltic Pump)	ERS490336	TARA_20100905Z	SV Tara	TARA_070	0.22	0.45	19.776808	TARA_20100921T0655Z_070_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-0.45_TARA_Y100000768
TARA_Y100000746	SAMEA2621045	0.42458	50	"This sample (TARA_Y100000746) was collected during the Tara Oceans expedition (2009-2013) at station TARA_068 (latitudeN=-31.027, longitudeE=4.6802) on date/time=2010-09-14T13:30, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 48-52 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.45-0.8 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-09-14T15:07	2010-09-14T13:30	TARA_20100914T1330Z_068_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:38Z	public	2014-05-01Z	-31.0136	-31.027	4.6932	4.6802		99999	231.683361	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.45-0.8	ERS490304	35.687803	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS490304	TARA_20100905Z	SV Tara	TARA_068	0.45	0.8	16.787411	TARA_20100914T1330Z_068_EVENT_PUMP_P_D_(50 m)_GIRUS_NUC-dry_W0.45-0.8_TARA_Y100000746
TARA_Y100000748	SAMEA2621044	0.42458	50	"This sample (TARA_Y100000748) was collected during the Tara Oceans expedition (2009-2013) at station TARA_068 (latitudeN=-31.027, longitudeE=4.6802) on date/time=2010-09-14T13:30, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 48-52 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-0.45 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-09-14T15:07	2010-09-14T13:30	TARA_20100914T1330Z_068_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:38Z	public	2014-05-01Z	-31.0136	-31.027	4.6932	4.6802		99999	231.683361	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-0.45	ERS490303	35.687803	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS490303	TARA_20100905Z	SV Tara	TARA_068	0.22	0.45	16.787411	TARA_20100914T1330Z_068_EVENT_PUMP_P_D_(50 m)_GIRUS_NUC-dry_W0.22-0.45_TARA_Y100000748
TARA_Y100000739	SAMEA2621021	0.201517	5	"This sample (TARA_Y100000739) was collected during the Tara Oceans expedition (2009-2013) at station TARA_068 (latitudeN=-31.0266, longitudeE=4.665) on date/time=2010-09-14T06:55, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.45-0.8 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-09-14T08:15	2010-09-14T06:55	TARA_20100914T0655Z_068_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:42Z	public	2014-05-01Z	-31.0263	-31.0266	4.6977	4.665		99999	231.914833	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.45-0.8	ERS490273	35.68685	PUMP (High Volume Peristaltic Pump)	ERS490273	TARA_20100905Z	SV Tara	TARA_068	0.45	0.8	16.832058	TARA_20100914T0655Z_068_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.45-0.8_TARA_Y100000739
TARA_Y100000741	SAMEA2621020	0.201517	5	"This sample (TARA_Y100000741) was collected during the Tara Oceans expedition (2009-2013) at station TARA_068 (latitudeN=-31.0266, longitudeE=4.665) on date/time=2010-09-14T06:55, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-0.45 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-09-14T08:15	2010-09-14T06:55	TARA_20100914T0655Z_068_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:42Z	public	2014-05-01Z	-31.0263	-31.0266	4.6977	4.665		99999	231.914833	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-0.45	ERS490272	35.68685	PUMP (High Volume Peristaltic Pump)	ERS490272	TARA_20100905Z	SV Tara	TARA_068	0.22	0.45	16.832058	TARA_20100914T0655Z_068_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-0.45_TARA_Y100000741
TARA_Y100000758	SAMEA2621003	0.011208	700	"This sample (TARA_Y100000758) was collected during the Tara Oceans expedition (2009-2013) at station TARA_068 (latitudeN=-31.0198, longitudeE=4.6685) on date/time=2010-09-13T13:02:33, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 696-705 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.45-0.8 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-09-13T17:43	2010-09-13T13:02:33	TARA_20100913T1303Z_068_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:35Z	public	2014-05-01Z	-31.056	-31.0198	4.6606	4.6685		25.846888	195.168847	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.45-0.8	ERS490238	34.477664	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490238	TARA_20100905Z	SV Tara	TARA_068	0.45	0.8	7.026748	TARA_20100913T1303Z_068_Combined-EVENTS_CAST_MB_M_(700 m)_GIRUS_NUC-dry_W0.45-0.8_TARA_Y100000758
