SampleID_Tara	BioSample	Chlorophyll Sensor	Minimum Depth	Maximum Depth	Description	ENA checklist	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Event Date/Time End	Event Date/Time Start	Event Label	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Last Update Date	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Nitrate Sensor	Oxygen Sensor	Project Name	Protocol Label	SRA accession	Salinity Sensor	Sample Collection Device	Sample Name	Sampling Campaign	Sampling Platform	Sampling Station	Size Fraction Lower Threshold	Size Fraction Upper Threshold	Temperature	Title
TARA_B100001057	SAMEA2621839	0.147822	5	5	"This sample (TARA_B100001057) was collected during the Tara Oceans expedition (2009-2013) at station TARA_094 (latitudeN=-32.7971, longitudeE=-87.0693) on date/time=2011-03-18T11:57, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-03-18T14:00	2011-03-18T11:57	TARA_20110318T1157Z_094_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:37Z	public	2014-05-01Z	-32.7806	-32.7971	-87.0917	-87.0693	(search radius=5 degrees) Marine Ecoregion:Kermadec Island (MRGID:21914)	-0.39754	219.174917	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS491492	34.682604	PUMP (High Volume Peristaltic Pump)	ERS491492	TARA_20110311Z	SV Tara	TARA_094	0.22	3	21.131962	TARA_20110318T1157Z_094_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001057
TARA_B100001059	SAMEA2621812	1.104727	35	35	"This sample (TARA_B100001059) was collected during the Tara Oceans expedition (2009-2013) at station TARA_093 (latitudeN=-33.9116, longitudeE=-73.0537) on date/time=2011-03-12T19:36:38, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 35-35 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-03-12T20:57	2011-03-12T19:36:38	TARA_20110312T1937Z_093_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:23Z	public	2014-05-01Z	-33.832	-33.9116	-73.0366	-73.0537	"(search radius=5 degrees) Marine Ecoregion:Central Chile (MRGID:22007), Marine Ecoregion:Araucanian (MRGID:22009)"	0.660123	237.215	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS491463	34.267975	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS491463	TARA_20110311Z	SV Tara	TARA_093	0.22	3	16.40115	TARA_20110312T1937Z_093_Combined-EVENTS_CAST_MB_D_(35 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001059
TARA_B100001063	SAMEA2621779	0.387495	5	5	"This sample (TARA_B100001063) was collected during the Tara Oceans expedition (2009-2013) at station TARA_093 (latitudeN=-34.0614, longitudeE=-73.1066) on date/time=2011-03-12T11:34, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100001062."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-03-12T14:45	2011-03-12T11:34	TARA_20110312T1134Z_093_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:42Z	public	2014-05-01Z	-33.8785	-34.0614	-73.0369	-73.1066	"(search radius=5 degrees) Marine Ecoregion:Central Chile (MRGID:22007), Marine Ecoregion:Araucanian (MRGID:22009)"	-1.485075	244.861667	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS491421	34.295417	PUMP (High Volume Peristaltic Pump)	ERS491421	TARA_20110311Z	SV Tara	TARA_093	0.22	3	18.014508	TARA_20110312T1134Z_093_EVENT_PUMP_P_S_(5 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100001063
TARA_B100000809	SAMEA2621551	0.010087	790	790	"This sample (TARA_B100000809) was collected during the Tara Oceans expedition (2009-2013) at station TARA_085 (latitudeN=-61.9689, longitudeE=-49.5017) on date/time=2011-01-07T10:39:47, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 782-800 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000810."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-01-07T12:55	2011-01-07T10:39:47	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:44Z	public	2014-05-01Z	-61.9898	-61.9689	-49.3613	-49.5017	"(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)"	38.821249	203.8394	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS491110	34.67996	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS491110	TARA_20101231Z	SV Tara	TARA_085	0.22	3	0.45883	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MB_M_(790 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000809
TARA_B100000795	SAMEA2621536	0.540091	90	90	"This sample (TARA_B100000795) was collected during the Tara Oceans expedition (2009-2013) at station TARA_085 (latitudeN=-62.2231, longitudeE=-49.2139) on date/time=2011-01-06T19:34:21, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 80-98 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000794."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-01-06T21:17	2011-01-06T19:34:21	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:36Z	public	2014-05-01Z	-62.2658	-62.2231	-49.1658	-49.2139	"(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)"	33.109231	325.402987	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS491095	34.319478	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS491095	TARA_20101231Z	SV Tara	TARA_085	0.22	3	-0.78154	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_MB_D_(90 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000795
TARA_B100000787	SAMEA2621509	0.065273	5	5	"This sample (TARA_B100000787) was collected during the Tara Oceans expedition (2009-2013) at station TARA_085 (latitudeN=-62.0385, longitudeE=-49.529) on date/time=2011-01-06T10:38, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000788."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-01-06T12:30	2011-01-06T10:38	TARA_20110106T1038Z_085_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:13Z	public	2014-05-01Z	-62.1363	-62.0385	-49.3331	-49.529	"(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)"	27.501159	343.4373	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS491044	34.35388	PUMP (High Volume Peristaltic Pump)	ERS491044	TARA_20101231Z	SV Tara	TARA_085	0.22	3	0.67108	TARA_20110106T1038Z_085_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000787
TARA_B100000780	SAMEA2621487	0.109555	5	5	"This sample (TARA_B100000780) was collected during the Tara Oceans expedition (2009-2013) at station TARA_084 (latitudeN=-60.2287, longitudeE=-60.6476) on date/time=2011-01-03T11:05, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000781."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2011-01-03T16:00	2011-01-03T11:05	TARA_20110103T1105Z_084_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:31Z	public	2014-05-01Z	-60.3606	-60.2287	-60.5096	-60.6476	(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)	24.423039	338.2982	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS491001	33.71972	PUMP (High Volume Peristaltic Pump)	ERS491001	TARA_20101231Z	SV Tara	TARA_084	0.22	3	1.84402	TARA_20110103T1105Z_084_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000780
TARA_B100000767	SAMEA2621423	1.01772	40	40	"This sample (TARA_B100000767) was collected during the Tara Oceans expedition (2009-2013) at station TARA_082 (latitudeN=-47.2007, longitudeE=-57.9446) on date/time=2010-12-06T18:58, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 38-42 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000770."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-12-06T22:11	2010-12-06T18:58	TARA_20101206T1858Z_082_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:34Z	public	2014-05-01Z	-47.1208	-47.2007	-57.8265	-57.9446	(search radius=5 degrees) Marine Ecoregion:Malvinas/Falklands (MRGID:21890)	17.111823	306.211529	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS490928	34.057594	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS490928	TARA_20101126Z	SV Tara	TARA_082	0.22	3	6.975635	TARA_20101206T1858Z_082_EVENT_PUMP_P_D_(40 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000767
TARA_B100000768	SAMEA2621401	0.310844	5	5	"This sample (TARA_B100000768) was collected during the Tara Oceans expedition (2009-2013) at station TARA_082 (latitudeN=-47.1863, longitudeE=-58.2902) on date/time=2010-12-06T10:33, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000769."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-12-06T11:45	2010-12-06T10:33	TARA_20101206T1033Z_082_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:13Z	public	2014-05-01Z	-47.1906	-47.1863	-58.2682	-58.2902	(search radius=5 degrees) Marine Ecoregion:Malvinas/Falklands (MRGID:21890)	17.091069	305.012167	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS490885	34.048642	PUMP (High Volume Peristaltic Pump)	ERS490885	TARA_20101126Z	SV Tara	TARA_082	0.22	3	7.321517	TARA_20101206T1033Z_082_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000768
TARA_B100000745	SAMEA2621287	0	800	800	"This sample (TARA_B100000745) was collected during the Tara Oceans expedition (2009-2013) at station TARA_078 (latitudeN=-30.1471, longitudeE=-43.2915) on date/time=2010-11-05T12:33:27, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 800-800 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-11-05T20:39	2010-11-05T12:33:27	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:34Z	public	2014-05-01Z	-30.3455	-30.1471	-43.2924	-43.2915		29.783185	214.842	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS490714	34.3629	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490714	TARA_20101031Z	SV Tara	TARA_078	0.22	3	5.8659	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MB_M_(800 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000745
TARA_B100000530	SAMEA2621272	0.226052	120	120	"This sample (TARA_B100000530) was collected during the Tara Oceans expedition (2009-2013) at station TARA_078 (latitudeN=-30.1484, longitudeE=-43.2705) on date/time=2010-11-04T18:16:53, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 120-120 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-11-04T21:18	2010-11-04T18:16:53	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:24Z	public	2014-05-01Z	-30.1495	-30.1484	-43.2486	-43.2705		0.478929	217.140667	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS490691	36.27495	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490691	TARA_20101031Z	SV Tara	TARA_078	0.22	3	19.30925	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_MB_D_(120 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000530
TARA_B100000524	SAMEA2621254	0.053173	5	5	"This sample (TARA_B100000524) was collected during the Tara Oceans expedition (2009-2013) at station TARA_078 (latitudeN=-30.1367, longitudeE=-43.2899) on date/time=2010-11-04T10:04, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000525."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-11-04T13:25	2010-11-04T10:04	TARA_20101104T1004Z_078_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:46Z	public	2014-05-01Z	-30.1885	-30.1367	-43.2831	-43.2899		-0.385346	221.47475	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS490659	36.32425	PUMP (High Volume Peristaltic Pump)	ERS490659	TARA_20101031Z	SV Tara	TARA_078	0.22	3	19.854083	TARA_20101104T1004Z_078_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000524
TARA_B100000749	SAMEA2621232	0	800	800	"This sample (TARA_B100000749) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-20.9315, longitudeE=-35.1794) on date/time=2010-10-17T09:05:05, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 800-800 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000750."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-10-17T13:37	2010-10-17T09:05:05	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:33Z	public	2014-05-01Z	-20.9724	-20.9315	-35.2742	-35.1794	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	34.589515	192.1655	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS490633	34.369275	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490633	TARA_20101003Z	SV Tara	TARA_076	0.22	3	4.749588	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MB_M_(800 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000749
TARA_B100000519	SAMEA2621216	0.150865	150	150	"This sample (TARA_B100000519) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-21.0292, longitudeE=-35.3498) on date/time=2010-10-16T16:58:37, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 150-150 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-10-16T18:43	2010-10-16T16:58:37	TARA_20101016T1700Z_076_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:15Z	public	2014-05-01Z	-21.0675	-21.0292	-35.3923	-35.3498	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	0.580918	203.814833	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS490597	36.724683	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490597	TARA_20101003Z	SV Tara	TARA_076	0.22	3	21.643283	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_MB_D_(150 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000519
TARA_B100000513	SAMEA2621198	0.033622	5	5	"This sample (TARA_B100000513) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-20.9354, longitudeE=-35.1803) on date/time=2010-10-16T09:55, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), preserved on board with RNA-Later, and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics/transcriptomics analysis. This sample has replicate sample(s): TARA_B100000514."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-10-16T12:37	2010-10-16T09:55	TARA_20101016T0955Z_076_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:29Z	public	2014-05-01Z	-21.0073	-20.9354	-35.3344	-35.1803	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	0.030608	206.194333	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	ERS490542	37.101367	PUMP (High Volume Peristaltic Pump)	ERS490542	TARA_20101003Z	SV Tara	TARA_076	0.22	3	23.349542	TARA_20101016T0955Z_076_EVENT_PUMP_P_S_(5 m)_BACT_NUC-RNA(10L-or-10min)_W0.22-3_TARA_B100000513
TARA_B100000508	SAMEA2621176	0	800	800	"This sample (TARA_B100000508) was collected during the Tara Oceans expedition (2009-2013) at station TARA_072 (latitudeN=-8.7986, longitudeE=-17.9034) on date/time=2010-10-06T07:58:54, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 800-800 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000509."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-10-06T12:45	2010-10-06T07:58:54	TARA_20101006T0759Z_072_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:09Z	public	2014-05-01Z	-8.7887	-8.7986	-17.9142	-17.9034		38.448475	143.1955	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS490507	34.472575	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490507	TARA_20101003Z	SV Tara	TARA_072	0.22	3	4.673875	TARA_20101006T0759Z_072_Combined-EVENTS_CAST_MB_M_(800 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000508
TARA_B100000427	SAMEA2621155	0.263939	100	100	"This sample (TARA_B100000427) was collected during the Tara Oceans expedition (2009-2013) at station TARA_072 (latitudeN=-8.7296, longitudeE=-17.9604) on date/time=2010-10-05T15:35, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 98-102 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-3 micrometres), and stored in liquid nitrogen for later detection of prokaryote nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_B100000426."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-10-05T15:42	2010-10-05T15:35	TARA_20101005T1535Z_072_EVENT_PUMP	GSC	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:59Z	public	2014-05-01Z	-8.7006	-8.7296	-17.9915	-17.9604		0.241265	194.428431	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	ERS490476	36.603343	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS490476	TARA_20101003Z	SV Tara	TARA_072	0.22	3	24.112672	TARA_20101005T1535Z_072_EVENT_PUMP_P_D_(100 m)_BACT_NUC-DNA(100L)_W0.22-3_TARA_B100000427
