Event Label	Basis	Campaign	Station	Device	Date/Time	Latitude	Longitude	Kd490 AMODIS at the sampling date	Kd490 AMODIS 8 days period	Kd490 AMODIS 30 days period	Kd490 GlobColour 8 days period	Kd490 GlobColour 30 days period	bbp470 8 days period	acCDOM 8 days period	"Kd(PAR) 30 days avg, eq.9"	"Kd(PAR) 30 days avg, eq.9'"	z(SD)	z(eu) GlobColour 8 days period	z(eu) Secchi Disk and AMODIS	z(eu) AMODIS 30 days avg from Kd(PAR)1	z(eu) AMODIS 30 days avg from Kd(PAR)2	UMLD from sigma theta	UMLD from temperature	Depth chl max 	Depth max Brunt Vaisala freq 	Depth max O2 	Depth min O2 	Depth nitracline 	Temp at depth 10m	Temp at the base of euphotic zone - Kd(PAR)1	Temp at the base of euphotic zone - Kd(PAR)2	Temp at the base of mixed layer - sigma theta	Temp at the depth of mixed layer - temperature	Temp at depth chl max	Temp at depth of max Brunt Vaisala freq	Temp at depth of max oxygent concentration	Temp at depth of min oxygent concentration	Temp at depth of nitracline	Sal at depth 10m	Sal at the base of euphotic zone - Kd(PAR)1	Sal at the base of euphotic zone - Kd(PAR)2	Sal at the base of mixed layer - sigma theta	Sal at the depth of mixed layer - Salerature	Sal at depth chl max	Sal at depth of max Brunt Vaisala freq	Sal at depth of max oxygent concentration	Sal at depth of min oxygent concentration	Sal at depth of nitracline	Sigma-theta at depth 10m	Sigma-theta at the base of euphotic zone - Kd(PAR)1	Sigma-theta at the base of euphotic zone - Kd(PAR)2	Sigma-theta at the base of mixed layer - sigma theta	Sigma-theta at the depth of mixed layer - Sigma-thetaerature	Sigma-theta at depth chl max	Sigma-theta at depth of max Brunt VaiSigma-thetaa freq	Sigma-theta at depth of max oxygent concentration	Sigma-theta at depth of min oxygent concentration	Sigma-theta at depth of nitracline	N**2 at depth 10m	N**2 at the base of euphotic zone - Kd(PAR)1	N**2 at the base of euphotic zone - Kd(PAR)2	N**2 at the base of mixed layer - sigma theta	N**2 at the depth of mixed layer - N**2erature	N**2 at depth chl max	N**2 at depth of max Brunt VaiN**2a freq	N**2 at depth of max oxygent concentration	N**2 at depth of min oxygent concentration	N**2 at depth of nitracline	Chl a at depth 10m	Chl a at the base of euphotic zone - Kd(PAR)1	Chl a at the base of euphotic zoChl a	Chl a at the base of mixed layer - sigma theta	Chl a at the depth of mixed layer - Chl aerature	Chl a at depth chl max	Chl a at depth of max BruChl aa freq	Chl a at depth of max oxygent concentration	Chl a at depth of min oxygent concentration	Chl a at depth of nitracline	Oxygen at depth 10m	Oxygen at the base of euphotic zone - Kd(PAR)1	Oxygen at the base of euphotic zoOxygen	Oxygen at the base of mixed layer - sigma theta	Oxygen at the depth of mixed layer - Oxygenerature	Oxygen at depth chl max	Oxygen at depth of max BruOxygena freq	Oxygen at depth of max oxygent concentration	Oxygen at depth of min oxygent concentration	Oxygen at depth of nitracline	NO3- at depth 10m	NO3- at the base of euphotic zone - Kd(PAR)1	NO3- at the base of euphotic zoNO3-	NO3- at the base of mixed layer - sigma theta	NO3- at the depth of mixed layer - NO3-erature	NO3- at depth chl max	NO3- at depth of max BruNO3-a freq	NO3- at depth of max NO3-t concentration	NO3- at depth of min NO3-t concentration	NO3- at depth of nitracline
TARA_20110701T2203Z_118_EVENT_NET	SV Tara	TARA_20110626Z	TARA_118	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	7/1/11 22:03	-23.1571	-135.0182	NA	0.052867	0.0444	0.054129045	0.072748326	0.004974143	0.018023813	0.094793744	0.078053348	NA	57.49056816	NA	44	53	18	23	21	15	23	22	12	23.7853	NA	NA	23.7123	23.6763	23.6843	23.7367	23.6763	23.6769	23.7755	36.6447	NA	NA	36.6487	36.6542	36.6528	36.6467	36.6542	36.6541	36.645	24.8236	NA	NA	24.8487	24.8638	24.8603	24.8398	24.8638	24.8635	24.8269	1.32E-05	NA	NA	4.41E-05	NA	2.17E-05	6.52E-05	NA	1.71E-05	2.64E-05	0.29749	NA	NA	0.32312	0.32427	0.34759	0.31363	0.32427	0.34546	0.29749	196.7454	NA	NA	197.403	197.556	197.1342	197.0445	197.556	197.0964	196.5582	-1.0165	NA	NA	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165
TARA_20110701T0846Z_117_EVENT_NET	SV Tara	TARA_20110626Z	TARA_117	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	7/1/11 8:46	-23.1571	-135.0182	NA	0.052867	0.0444	0.054129045	0.072748326	0.004974143	0.018023813	0.094793744	0.078053348	NA	57.49056816	NA	44	53	16	26	20	18	17	25	13	23.793	NA	NA	23.7299	23.6566	23.6869	23.7096	23.7166	23.664	23.795	36.6348	NA	NA	36.643	36.654	36.65	36.6461	36.645	36.6532	36.635	24.8138	NA	NA	24.8391	24.8697	24.8574	24.8475	24.8446	24.8669	24.8136	1.20E-06	NA	NA	7.10E-05	NA	3.52E-05	4.20E-05	4.13E-05	1.40E-05	3.62E-05	0.25704	NA	NA	0.30859	0.28338	0.31035	0.30859	0.30859	0.28338	0.26946	198.1327	NA	NA	197.8002	197.0472	197.6607	197.6947	197.6411	197.0033	197.6357	-1.0165	NA	NA	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165
TARA_20110701T0744Z_117_EVENT_NET	SV Tara	TARA_20110626Z	TARA_117	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	7/1/11 7:44	-23.1571	-135.031	NA	0.052867	0.0444	0.045889948	0.088505644	0.008818215	0.019401298	0.094793744	0.078053348	NA	74.6161232	NA	44	53	16	26	20	18	17	25	13	23.793	NA	NA	23.7299	23.6566	23.6869	23.7096	23.7166	23.664	23.795	36.6348	NA	NA	36.643	36.654	36.65	36.6461	36.645	36.6532	36.635	24.8138	NA	NA	24.8391	24.8697	24.8574	24.8475	24.8446	24.8669	24.8136	1.20E-06	NA	NA	7.10E-05	NA	3.52E-05	4.20E-05	4.13E-05	1.40E-05	3.62E-05	0.25704	NA	NA	0.30859	0.28338	0.31035	0.30859	0.30859	0.28338	0.26946	198.1327	NA	NA	197.8002	197.0472	197.6607	197.6947	197.6411	197.0033	197.6357	-1.0165	NA	NA	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165
TARA_20110630T0631Z_116_EVENT_NET	SV Tara	TARA_20110626Z	TARA_116	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	6/30/11 6:31	-23.233	-134.9608	0.052867	0.052867	0.050277	0.037999025	0.059232445	0.004046629	0.012468852	0.103595828	0.086375427	NA	82.72136688	NA	40	48	18	18	17	14	8	15	3	24.25	NA	NA	24.1623	24.1623	24.1669	24.2019	24.2618	24.1951	24.2671	36.6681	NA	NA	36.6722	36.6722	36.6719	36.6704	36.6675	36.6707	36.6671	24.7023	NA	NA	24.7323	24.7323	24.7306	24.7188	24.6983	24.7211	24.696	3.17E-05	NA	NA	NA	NA	2.73E-05	6.54E-05	1.63E-05	3.87E-05	NA	0.13273	NA	NA	0.16941	0.16941	0.18084	0.15734	0.13007	0.15734	NA	198.1912	NA	NA	197.4939	197.4939	197.5407	197.6324	198.5574	197.3024	198.2792	-1.0165	NA	NA	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165
TARA_20110630T0557Z_116_EVENT_NET	SV Tara	TARA_20110626Z	TARA_116	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	6/30/11 5:57	-23.2229	-134.9607	0.052867	0.052867	0.050277	0.044843184	0.066829994	0.005520849	0.015246371	0.103595828	0.086375427	NA	68.20766068	NA	40	48	18	18	17	14	8	15	3	24.25	NA	NA	24.1623	24.1623	24.1669	24.2019	24.2618	24.1951	24.2671	36.6681	NA	NA	36.6722	36.6722	36.6719	36.6704	36.6675	36.6707	36.6671	24.7023	NA	NA	24.7323	24.7323	24.7306	24.7188	24.6983	24.7211	24.696	3.17E-05	NA	NA	NA	NA	2.73E-05	6.54E-05	1.63E-05	3.87E-05	NA	0.13273	NA	NA	0.16941	0.16941	0.18084	0.15734	0.13007	0.15734	NA	198.1912	NA	NA	197.4939	197.4939	197.5407	197.6324	198.5574	197.3024	198.2792	-1.0165	NA	NA	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165
TARA_20110628T2029Z_115_EVENT_NET	SV Tara	TARA_20110626Z	TARA_115	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	6/28/11 20:29	-23.2319	-134.9617	NA	0.052867	0.050277	0.037999025	0.059232445	0.004046629	0.012468852	0.103595828	0.086375427	NA	82.72136688	NA	40	48	19	19	10	13	19	9	3	24.1023	NA	NA	24.0642	24.0642	24.1023	24.0862	24.0642	24.101	24.1313	36.6755	NA	NA	36.6763	36.6763	36.6755	36.6759	36.6763	36.6755	36.6758	24.7522	NA	NA	24.7648	24.7648	24.7522	24.7576	24.7648	24.7526	24.7433	3.78E-06	NA	NA	NA	NA	3.78E-06	2.99E-05	NA	1.20E-05	NA	0.22486	NA	NA	0.20262	0.20262	0.22486	0.22713	0.20262	0.21674	NA	198.3469	NA	NA	198.8772	198.8772	198.3469	198.3134	198.8772	197.803	198.2406	-1.0165	NA	NA	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165
TARA_20110628T1908Z_115_EVENT_NET	SV Tara	TARA_20110626Z	TARA_115	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	6/28/11 19:08	-23.2318	-134.9279	NA	0.058267	0.062699	0.034227828	0.05588742	0.003298911	0.01023346	0.119975488	0.102000373	NA	90.49384308	NA	34	40	19	19	10	13	19	9	3	24.1023	NA	NA	24.0642	24.0642	24.1023	24.0862	24.0642	24.101	24.1313	36.6755	NA	NA	36.6763	36.6763	36.6755	36.6759	36.6763	36.6755	36.6758	24.7522	NA	NA	24.7648	24.7648	24.7522	24.7576	24.7648	24.7526	24.7433	3.78E-06	NA	NA	NA	NA	3.78E-06	2.99E-05	NA	1.20E-05	NA	0.22486	NA	NA	0.20262	0.20262	0.22486	0.22713	0.20262	0.21674	NA	198.3469	NA	NA	198.8772	198.8772	198.3469	198.3134	198.8772	197.803	198.2406	-1.0165	NA	NA	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165
TARA_20110626T1837Z_114_EVENT_NET	SV Tara	TARA_20110626Z	TARA_114	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	6/26/11 18:37	-23.1594	-134.9245	NA	0.058267	0.062699	0.047508825	0.083720606	0.00605279	0.018089403	0.119975488	0.102000373	NA	64.76390076	NA	34	40	17	17	16	16	7	11	4	24.0369	NA	NA	24.0119	24.0119	24.0215	24.0215	24.0486	24.0372	24.0767	36.6675	NA	NA	36.6715	36.6715	36.6701	36.6701	36.6662	36.6674	36.6644	24.7658	NA	NA	24.7767	24.7767	24.7727	24.7727	24.7612	24.7657	24.7512	1.86E-05	NA	NA	NA	NA	3.96E-05	3.96E-05	1.90E-05	7.57E-06	NA	0.12963	NA	NA	0.14953	0.14953	0.16249	0.16249	NA	0.1299	NA	199.5922	NA	NA	199.7699	199.7699	199.3354	199.3354	200.0446	198.7637	199.5051	-1.0165	NA	NA	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165	-1.0165
TARA_20110619T2203Z_113_EVENT_NET	SV Tara	TARA_20110520Z	TARA_113	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	6/19/11 22:03	-23.1162	-134.9329	NA	NA	0.0256	0.051287765	0.092249069	0.00697466	0.023456638	0.055514775	0.041608775	NA	61.26664925	NA	74	99	53	53	53	52	14	53	49	23.7859	NA	NA	23.7316	23.7316	23.7316	23.7366	23.7856	23.7316	23.7399	36.6871	NA	NA	36.6909	36.6909	36.6909	36.6906	36.6882	36.6909	36.6904	24.8553	NA	NA	24.877	24.877	24.877	24.8752	24.8565	24.877	24.874	2.33E-06	NA	NA	NA	NA	NA	8.77E-06	3.74E-06	NA	2.65E-06	0.16322	NA	NA	0.25646	0.25646	0.25646	0.24731	0.16578	0.25646	0.22713	203.037	NA	NA	199.7462	199.7462	199.7462	200.3808	201.8563	199.7462	201.0253	-0.51689	NA	NA	-0.46578	-0.46578	-0.46578	-0.58254	-0.69495	-0.46578	-0.7112
TARA_20110619T2000Z_113_EVENT_NET	SV Tara	TARA_20110520Z	TARA_113	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	6/19/11 20:00	-23.1107	-134.9326	NA	NA	0.0256	0.051287765	0.092249069	0.00697466	0.023456638	0.055514775	0.041608775	NA	61.26664925	NA	74	99	53	53	53	52	14	53	49	23.7859	NA	NA	23.7316	23.7316	23.7316	23.7366	23.7856	23.7316	23.7399	36.6871	NA	NA	36.6909	36.6909	36.6909	36.6906	36.6882	36.6909	36.6904	24.8553	NA	NA	24.877	24.877	24.877	24.8752	24.8565	24.877	24.874	2.33E-06	NA	NA	NA	NA	NA	8.77E-06	3.74E-06	NA	2.65E-06	0.16322	NA	NA	0.25646	0.25646	0.25646	0.24731	0.16578	0.25646	0.22713	203.037	NA	NA	199.7462	199.7462	199.7462	200.3808	201.8563	199.7462	201.0253	-0.51689	NA	NA	-0.46578	-0.46578	-0.46578	-0.58254	-0.69495	-0.46578	-0.7112
TARA_20110615T2100Z_112_EVENT_NET	SV Tara	TARA_20110520Z	TARA_112	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	6/15/11 21:00	-23.2142	-129.6312	NA	0.022211	0.023047	0.025271262	0.042243835	0.000985095	0.004128532	0.047329803	0.034141668	33	125.2493935	95	90	125	138	138	160	146	154	578	567	24.3112	24.3099	24.3146	24.1967	24.1967	21.9317	22.4194	22.0194	7.0341	7.1574	36.6225	36.6285	36.6283	36.5989	36.5989	36.0727	36.1509	36.0816	34.5165	34.5227	24.6496	24.6598	24.6605	24.6745	24.6745	24.9359	24.8564	24.9177	26.9142	26.902	1.45E-05	3.28E-07	2.28E-07	0.0002282	0.0002282	6.76E-05	3.88E-05	6.40E-06	9.46E-06	3.58E-05	0.026572	0.040949	0.040949	0.058516	0.058516	0.19771	0.17302	0.19743	0	0.0053552	201.1099	200.6342	200.4946	200.339	200.339	206.4635	206.2924	208.3811	174.2977	174.8444	0.87996	1.2971	0.71158	0.28506	0.28506	0.56276	1.0013	0.57445	28.1324	26.2537
TARA_20110615T2034Z_112_EVENT_NET	SV Tara	TARA_20110520Z	TARA_112	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	6/15/11 20:34	-23.2166	-129.6234	NA	0.022211	0.023047	0.025271262	0.042243835	0.000985095	0.004128532	0.047329803	0.034141668	33	125.2493935	95	90	125	138	138	160	146	154	578	567	24.3112	24.3099	24.3146	24.1967	24.1967	21.9317	22.4194	22.0194	7.0341	7.1574	36.6225	36.6285	36.6283	36.5989	36.5989	36.0727	36.1509	36.0816	34.5165	34.5227	24.6496	24.6598	24.6605	24.6745	24.6745	24.9359	24.8564	24.9177	26.9142	26.902	1.45E-05	3.28E-07	2.28E-07	0.0002282	0.0002282	6.76E-05	3.88E-05	6.40E-06	9.46E-06	3.58E-05	0.026572	0.040949	0.040949	0.058516	0.058516	0.19771	0.17302	0.19743	0	0.0053552	201.1099	200.6342	200.4946	200.339	200.339	206.4635	206.2924	208.3811	174.2977	174.8444	0.87996	1.2971	0.71158	0.28506	0.28506	0.56276	1.0013	0.57445	28.1324	26.2537
TARA_20110614T1920Z_112_EVENT_NET	SV Tara	TARA_20110520Z	TARA_112	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	6/14/11 19:20	-23.2488	-129.4608	NA	0.023021	0.023071	0.025039109	0.041950056	0.000943622	0.004188593	0.047412856	0.034217259	33	126.4253731	94	89	123	126	127	138	136	144	387	422	24.2513	24.2578	24.2711	24.2522	24.1371	22.2848	22.4063	21.9999	13.2309	11.1683	36.6046	36.6135	36.6192	36.6165	36.6047	36.1311	36.1477	36.0799	34.938	34.7624	24.6541	24.6641	24.6666	24.6704	24.696	24.8792	24.8571	24.9214	26.1859	26.4453	2.17E-06	1.20E-07	8.71E-06	0.00013758	0.00017938	0.00019102	5.48E-05	5.46E-05	2.26E-05	0.00019271	0.01041	0.040949	0.057996	0.062084	0.066985	0.21249	0.20934	0.21249	0	0	201.898	201.5614	200.6359	200.4927	201.7464	207.3234	207.0221	207.368	187.4794	187.9193	-0.49629	-0.5762	-0.4158	-0.51985	-0.51363	-0.91066	-0.82734	-0.91066	8.4621	11.997
TARA_20110614T1850Z_112_EVENT_NET	SV Tara	TARA_20110520Z	TARA_112	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	6/14/11 18:50	-23.2545	-129.4465	NA	0.02285	0.02261	0.025039109	0.041950056	0.000943622	0.004188593	0.045794582	0.032744997	33	126.4253731	94	92	128	134	134	163	142	141	1019	433	24.251	24.2506	24.2918	24.1518	24.1518	21.8657	22.7979	22.896	4.019	10.5865	36.6269	36.6213	36.6381	36.6072	36.6072	36.1706	36.3342	36.352	34.5884	34.7023	24.671	24.6723	24.6749	24.6939	24.6939	25.0286	24.8862	24.8712	27.3361	26.5024	4.76E-07	1.18E-07	4.63E-06	0.00011075	0.00011075	0.00011168	0.00010597	0.00019028	2.85E-06	2.34E-05	0.05461	0.065311	0.059974	0.06139	0.06139	0.21983	0.15166	0.13725	0.007856	0.0073778	202.3349	201.7665	201.1686	202.8132	202.8132	203.4642	208.7374	207.8863	145.4094	188.8794	-0.91066	-0.91066	-0.91066	-0.91066	-0.91066	-0.91066	-0.91066	-0.91066	33.5836	12.556
TARA_20110614T1645Z_112_EVENT_PUMP	SV Tara	TARA_20110520Z	TARA_112	High Volume Peristaltic Pump	6/14/11 16:45	-23.2811	-129.3947	NA	0.02285	0.02261	0.024928629	0.041667942	0.00093055	0.004128834	0.045794582	0.032744997	33	127.1108017	94	92	128	134	134	163	142	141	1019	433	24.251	24.2506	24.2918	24.1518	24.1518	21.8657	22.7979	22.896	4.019	10.5865	36.6269	36.6213	36.6381	36.6072	36.6072	36.1706	36.3342	36.352	34.5884	34.7023	24.671	24.6723	24.6749	24.6939	24.6939	25.0286	24.8862	24.8712	27.3361	26.5024	4.76E-07	1.18E-07	4.63E-06	0.00011075	0.00011075	0.00011168	0.00010597	0.00019028	2.85E-06	2.34E-05	0.05461	0.065311	0.059974	0.06139	0.06139	0.21983	0.15166	0.13725	0.007856	0.0073778	202.3349	201.7665	201.1686	202.8132	202.8132	203.4642	208.7374	207.8863	145.4094	188.8794	-0.91066	-0.91066	-0.91066	-0.91066	-0.91066	-0.91066	-0.91066	-0.91066	33.5836	12.556
TARA_20110521T2100Z_110_EVENT_PUMP	SV Tara	TARA_20110520Z	TARA_110	High Volume Peristaltic Pump	5/21/11 21:00	-1.9002	-84.6265	NA	0.052075	0.064021	0.049459932	0.072572861	0.001667499	0.019002493	0.121595336	0.103554306	NA	62.32131195	NA	39	46	19	21	28	64	14	369	69	23.9391	21.9761	21.3512	23.8638	23.7666	23.5577	20.7333	23.9329	11.0424	19.5906	35.1731	35.1146	35.3932	35.1717	35.1657	35.1523	35.5179	35.1728	34.9866	35.503	23.669	24.1927	24.5774	23.6908	23.7151	23.7668	24.8409	23.6708	26.6405	25.1331	1.56E-06	0.0002938	0.00034894	0.00014979	0.00011664	0.0001305	0.00033187	1.62E-06	0.00020834	0.0013427	0.44308	0.50829	0.38728	0.47212	0.49688	0.56942	0.29753	0.45405	0	0.28338	193.0373	150.0181	134.4891	190.1188	188.1423	182.5701	119.9178	192.4211	1.2388	97.6007	9.013	10.615	11.743	8.5658	8.7994	9.037	13.4975	8.735	31.7814	14.9317
TARA_20110504T1559Z_106_EVENT_NET	SV Tara	TARA_20110501Z	TARA_106	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	5/4/11 15:59	0.1069	-84.6236	NA	0.043456	0.049741	0.043475101	0.064043134	0.001243799	0.017177788	0.102828373	0.085647625	23	70.20750427	84	46	56	15	19	46	50	13	329	281	25.3669	21.863	19.4605	25.2843	25.1712	22.2438	21.6361	25.3017	11.1999	13.1335	34.7031	35.0898	35.118	34.7056	34.7128	35.0638	35.099	34.7042	34.9723	35.0909	22.885	24.2057	24.8742	22.9125	22.9528	24.079	24.2758	22.906	26.6	26.3203	4.27E-05	0.00063804	0.00040732	6.32E-05	0.00011973	0.00030171	0.00068811	5.77E-05	7.90E-05	2.64E-05	0.1299	0.44077	0.39146	0.18154	0.23063	0.41952	0.44542	0.16578	0	0	191.3522	144.8614	124.3157	190.2496	187.9168	151.5389	145.1615	191.5422	4.8159	44.7787	7.1486	11.1056	14.0014	7.3786	6.8245	10.2129	11.3235	5.7162	34.7498	27.2699
TARA_20110504T1449Z_106_EVENT_NET	SV Tara	TARA_20110501Z	TARA_106	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	5/4/11 14:49	0.0676	-84.6088	NA	0.043456	0.049741	0.043448603	0.064053137	0.001227301	0.017054513	0.102828373	0.085647625	23	70.24513626	84	46	56	18	21	44	41	14	338	302	25.254	22.1984	20.8446	25.1845	25.0604	22.438	22.8888	25.2434	11.1016	12.925	34.7167	35.0302	35.0963	34.7223	34.7356	35.0057	34.9541	34.7174	34.9711	35.0835	22.9298	24.0663	24.491	22.9558	23.0038	23.9801	23.8122	22.9338	26.6171	26.3568	1.04E-05	0.00077444	0.0002601	8.47E-05	0.00025761	0.00042752	0.00058404	1.83E-05	1.61E-05	0.00010669	0.21249	0.36332	0.34083	0.22833	0.24259	0.36064	0.34759	0.22796	0	0	190.9224	144.9518	134.6794	188.8698	185.9112	150.7016	158.5427	190.3186	4.4586	29.2307	7.8708	10.8454	13.3704	7.2811	7.0793	10.5213	10.4283	8.0681	35.7231	29.8635
TARA_20110503T1706Z_106_EVENT_NET	SV Tara	TARA_20110501Z	TARA_106	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	5/3/11 17:06	0.0561	-84.6261	NA	0.043456	0.049741	0.043570988	0.064363539	0.001217817	0.017444651	0.102828373	0.085647625	23	70.080616	84	46	56	14	19	46	36	14	231	45	25.6229	21.2184	20.7995	25.5217	25.4351	21.3471	24.217	25.5217	13.8393	21.5515	34.6787	35.1342	35.1372	34.677	34.6812	35.131	34.7609	34.677	35.1229	35.1258	22.7879	24.4175	24.5343	22.8181	22.8482	24.3796	23.2777	22.8181	26.1991	24.3193	0.00012907	0.00034243	NA	3.76E-05	7.45E-05	0.00048118	0.00067483	3.76E-05	NA	0.00089558	0.14832	0.4225	0.41058	0.16717	0.22129	0.4225	0.37095	0.16717	0	0.4225	194.3939	140.5318	135.6584	193.9223	192.1764	141.411	177.3623	193.9223	75.5853	142.3573	6.0176	10.8155	11.4518	6.1254	6.2636	10.2621	7.3193	6.1254	23.5332	9.3836
TARA_20110503T1518Z_106_EVENT_NET	SV Tara	TARA_20110501Z	TARA_106	"Plankton net+sieve, type=single, mesh(µm)=5, mouth(m^2)=0.196349, length(m)=2.5"	5/3/11 15:18	0.0247	-84.6024	NA	0.046269	0.05261	0.044099245	0.065275736	0.001246955	0.017031517	0.106866563	0.08948171	23	69.22327042	84	45	53	19	25	51	43	13	344	60	25.5035	23.2703	21.1461	25.426	25.3071	21.8158	23.7542	25.4973	10.8765	20.802	34.6932	34.914	35.1372	34.696	34.6988	35.1184	34.851	34.6938	34.9646	35.1145	22.8356	23.6721	24.4398	22.8621	22.9011	24.2405	23.483	22.8381	26.6526	24.5165	5.19E-07	0.00063654	0.00017254	3.90E-05	0.00018775	0.0011466	0.00040429	3.14E-05	2.20E-05	0.000155	0.23547	0.33537	0.35744	0.25646	0.26388	0.35744	0.32949	0.24035	0	0.33798	193.6332	158.6081	139.5169	191.6952	189.3773	140.2978	168.4059	193.8319	4.9252	136.1299	5.7748	7.7998	10.7555	6.562	5.933	9.3107	8.0674	5.9157	33.8936	11.0689
TARA_20110503T1313Z_106_EVENT_NET	SV Tara	TARA_20110501Z	TARA_106	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	5/3/11 13:13	-0.0141	-84.5899	NA	0.046269	0.05261	0.044077583	0.065312356	0.001236072	0.017275183	0.106866563	0.08948171	23	69.2843132	84	45	53	19	25	51	43	13	344	60	25.5035	23.2703	21.1461	25.426	25.3071	21.8158	23.7542	25.4973	10.8765	20.802	34.6932	34.914	35.1372	34.696	34.6988	35.1184	34.851	34.6938	34.9646	35.1145	22.8356	23.6721	24.4398	22.8621	22.9011	24.2405	23.483	22.8381	26.6526	24.5165	5.19E-07	0.00063654	0.00017254	3.90E-05	0.00018775	0.0011466	0.00040429	3.14E-05	2.20E-05	0.000155	0.23547	0.33537	0.35744	0.25646	0.26388	0.35744	0.32949	0.24035	0	0.33798	193.6332	158.6081	139.5169	191.6952	189.3773	140.2978	168.4059	193.8319	4.9252	136.1299	5.7748	7.7998	10.7555	6.562	5.933	9.3107	8.0674	5.9157	33.8936	11.0689
TARA_20110329T1512Z_097_EVENT_NET	SV Tara	TARA_20110311Z	TARA_097	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	3/29/11 15:12	-28.2025	-107.5659	NA	NA	0.020389	0.022372256	0.038088074	0.001014542	0.002410749	0.037230782	0.02497426	29	144.5600891	96	125	186	63	63	175	73	88	462	267	24.5938	19.3854	17.5605	24.4929	24.4929	18.1107	21.1827	20.5226	7.4433	13.5667	36.2882	35.6548	35.418	36.2718	36.2718	35.5009	35.7247	35.699	34.4899	34.8016	24.3126	25.3047	25.5847	24.3342	24.3342	25.5125	24.8757	25.0362	26.8349	26.0091	1.16E-06	5.48E-05	9.22E-05	0.00049048	0.00049048	6.67E-05	0.00011003	4.69E-05	2.28E-05	6.24E-05	0.0082446	0.062071	0.21398	0.017054	0.017054	0.2288	0.040949	0.040949	0	0.03041	200.5065	226.5063	209.2623	210.6349	210.6349	216.4634	227.6366	228.9399	181.1224	196.4276	2.1675	1.0045	1.937	2.2942	2.2942	1.116	1.8476	1.5173	26.6767	8.6204
TARA_20110328T2133Z_097_EVENT_NET	SV Tara	TARA_20110311Z	TARA_097	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	3/28/11 21:33	-28.1814	-107.5989	NA	NA	0.020389	0.022498646	0.038378526	0.001040536	0.002422169	0.037230782	0.02497426	29	143.5835876	96	125	186	59	59	177	69	84	324	326	24.6698	19.4687	18.005	24.4933	24.4933	18.4337	21.5867	20.4667	11.4071	11.2988	36.3233	35.7299	35.503	36.2884	36.2884	35.5872	35.8334	35.747	34.6432	34.6369	24.3159	25.34	25.5408	24.3463	24.3463	25.498	24.8462	25.0874	26.3073	26.3222	8.16E-07	7.84E-06	6.68E-05	0.00016945	0.00016945	6.56E-05	0.00016623	5.62E-05	6.84E-05	5.36E-05	0	0.040949	0.19076	0	0	0.21115	0	0	0	0	202.26	223.1931	212.8694	208.6136	208.6136	215.1782	225.0835	228.0734	195.2965	195.5329	1.4953	-0.18283	0.63872	1.4156	1.4156	-0.19547	0.47354	0.69145	13.6594	13.4203
