SampleID_Tara	BioSample	Chlorophyll Sensor	Depth	Description	ENA checklist	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Event Date/Time End	Event Date/Time Start	Event Label	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Last Update Date	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Nitrate Sensor	Oxygen Sensor	Project Name	Protocol Label	SRA accession	Salinity Sensor	Sample Collection Device	Sample Name	Sample Status	Sampling Campaign	Sampling Platform	Sampling Station	Size Fraction Upper Threshold	Temperature	Title
TARA_R100000541	SAMEA2621416	0.310844	5	This sample (TARA_R100000541) was collected during the Tara Oceans expedition (2009-2013) at station TARA_082 (latitudeN=-47.1863, longitudeE=-58.2902) on date/time=2010-12-06T10:33, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000542,TARA_R100000543.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-12-06T11:45	2010-12-06T10:33	TARA_20101206T1033Z_082_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:20Z	public	2014-05-01Z	-47.1906	-47.1863	-58.2682	-58.2902	(search radius=5 degrees) Marine Ecoregion:Malvinas/Falklands (MRGID:21890)	17.091069	305.012167	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490900	34.048642	PUMP (High Volume Peristaltic Pump)	ERS490900	This version can be used to provide data discovery services	TARA_20101126Z	SV Tara	TARA_082	0.22	7.321517	TARA_20101206T1033Z_082_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000541
TARA_R100001143	SAMEA2621300	0	800	This sample (TARA_R100001143) was collected during the Tara Oceans expedition (2009-2013) at station TARA_078 (latitudeN=-30.1471, longitudeE=-43.2915) on date/time=2010-11-05T12:33:27, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 800-800 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001144,TARA_R100001145.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-11-05T20:39	2010-11-05T12:33	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:41Z	public	2014-05-01Z	-30.3455	-30.1471	-43.2924	-43.2915		29.783185	214.842	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490727	34.3629	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490727	This version can be used to provide data discovery services	TARA_20101031Z	SV Tara	TARA_078	0.22	5.8659	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MB_M_(800 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001143
TARA_R100001163	SAMEA2621285	0.226052	120	This sample (TARA_R100001163) was collected during the Tara Oceans expedition (2009-2013) at station TARA_078 (latitudeN=-30.1484, longitudeE=-43.2705) on date/time=2010-11-04T18:16:53, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 120-120 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001164.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-11-04T21:18	2010-11-04T18:16	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:29Z	public	2014-05-01Z	-30.1495	-30.1484	-43.2486	-43.2705		0.478929	217.140667	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490704	36.27495	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490704	This version can be used to provide data discovery services	TARA_20101031Z	SV Tara	TARA_078	0.22	19.30925	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_MB_D_(120 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001163
TARA_R100001132	SAMEA2621247	0	800	This sample (TARA_R100001132) was collected during the Tara Oceans expedition (2009-2013) at station TARA_076 (latitudeN=-20.9315, longitudeE=-35.1794) on date/time=2010-10-17T09:05:05, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 800-800 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001133,TARA_R100001134.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-10-17T13:37	2010-10-17T09:05	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:29Z	2015-11-04T11:49:41Z	public	2014-05-01Z	-20.9724	-20.9315	-35.2742	-35.1794	(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)	34.589515	192.1655	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490648	34.369275	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490648	This version can be used to provide data discovery services	TARA_20101003Z	SV Tara	TARA_076	0.22	4.749588	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MB_M_(800 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001132
TARA_R100000963	SAMEA2621010	0.011208	700	This sample (TARA_R100000963) was collected during the Tara Oceans expedition (2009-2013) at station TARA_068 (latitudeN=-31.0198, longitudeE=4.6685) on date/time=2010-09-13T13:02:33, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 696-705 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000964,TARA_R100000965.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-09-13T17:43	2010-09-13T13:02	TARA_20100913T1303Z_068_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:42Z	public	2014-05-01Z	-31.056	-31.0198	4.6606	4.6685		25.846888	195.168847	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490245	34.477664	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490245	This version can be used to provide data discovery services	TARA_20100905Z	SV Tara	TARA_068	0.22	7.026748	TARA_20100913T1303Z_068_Combined-EVENTS_CAST_MB_M_(700 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000963
TARA_R100000306	SAMEA2620824	0	1000	This sample (TARA_R100000306) was collected during the Tara Oceans expedition (2009-2013) at station TARA_064 (latitudeN=-29.5046, longitudeE=37.9599) on date/time=2010-07-07T12:13:35, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 1000-1000 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000307,TARA_R100000308.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-07-07T15:40	2010-07-07T12:13	TARA_20100707T1217Z_064_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:36Z	public	2014-05-01Z	-29.5082	-29.5046	37.9202	37.9599		99999	193.011	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489996	34.57915	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS489996	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_064	0.22	7.6502	TARA_20100707T1217Z_064_Combined-EVENTS_CAST_MB_M_(1000 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000306
TARA_R100000329	SAMEA2620783	0.089746	5	This sample (TARA_R100000329) was collected during the Tara Oceans expedition (2009-2013) at station TARA_062 (latitudeN=-22.3368, longitudeE=40.3412) on date/time=2010-07-03T08:09, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000330,TARA_R100000331.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-07-03T09:57	2010-07-03T08:09	TARA_20100703T0809Z_062_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:40Z	public	2014-05-01Z	-22.3407	-22.3368	40.3444	40.3412		-0.166794	199.895917	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489904	35.324825	PUMP (High Volume Peristaltic Pump)	ERS489904	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_062	0.22	25.080167	TARA_20100703T0809Z_062_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000329
TARA_R100000278	SAMEA2620755	0.032278	66	This sample (TARA_R100000278) was collected during the Tara Oceans expedition (2009-2013) at station TARA_058 (latitudeN=-17.2855, longitudeE=42.2866) on date/time=2010-06-29T15:00, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 64-68 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000276,TARA_R100000277.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-06-29T17:00	2010-06-29T15:00	TARA_20100629T1500Z_058_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:44Z	public	2014-05-01Z	-17.5656	-17.2855	42.1988	42.2866	(search radius=5 degrees) Marine Ecoregion:Fiji Islands (MRGID:21994), Marine Ecoregion:Western and Northern Madagascar (MRGID:22035)	99999	190.9649	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489867	99999	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS489867	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_058	0.22	26.34018	TARA_20100629T1500Z_058_EVENT_PUMP_P_D_(66 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000278
TARA_R100000365	SAMEA2620668	0	1000	This sample (TARA_R100000365) was collected during the Tara Oceans expedition (2009-2013) at station TARA_056 (latitudeN=-15.3379, longitudeE=43.2948) on date/time=2010-06-26T07:12:30, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 990-1008 m, targeting a mesopelagic zone (ENVO:00000213) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000367,TARA_R100000366.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-06-26T08:21	2010-06-26T07:12	TARA_20100626T0713Z_056_EVENT_CAST	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:45Z	public	2014-05-01Z	-15.3216	-15.3379	43.2843	43.2948	(search radius=5 degrees) Marine Province:Western Indian Ocean (MRGID:21773), Marine Ecoregion:Fiji Islands (MRGID:21994), Marine Ecoregion:Western and Northern Madagascar (MRGID:22035)	99999	87.902	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489729	34.8332	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS489729	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_056	0.22	6.2402	TARA_20100626T0713Z_056_EVENT_CAST_B5_M_(1000 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000365
TARA_R100000353	SAMEA2620663	0.04282	5	This sample (TARA_R100000353) was collected during the Tara Oceans expedition (2009-2013) at station TARA_056 (latitudeN=-15.3424, longitudeE=43.2965) on date/time=2010-06-26T07:05, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000354,TARA_R100000355.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-06-26T07:50	2010-06-26T07:05	TARA_20100626T0705Z_056_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:44Z	public	2014-05-01Z	-15.331	-15.3424	43.2908	43.2965	(search radius=5 degrees) Marine Province:Western Indian Ocean (MRGID:21773), Marine Ecoregion:Fiji Islands (MRGID:21994), Marine Ecoregion:Western and Northern Madagascar (MRGID:22035)	99999	193.05775	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489724	35.003133	PUMP (High Volume Peristaltic Pump)	ERS489724	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_056	0.22	27.323117	TARA_20100626T0705Z_056_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000353
TARA_R100000231	SAMEA2620565	0.176565	5	This sample (TARA_R100000231) was collected during the Tara Oceans expedition (2009-2013) at station TARA_052 (latitudeN=-16.957, longitudeE=53.9801) on date/time=2010-05-17T04:10, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000232,TARA_R100000233.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-05-17T07:40	2010-05-17T04:10	TARA_20100517T0410Z_052_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:29Z	public	2014-05-01Z	-17.2387	-16.957	53.9775	53.9801	(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029)	99999	191.68	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489552	34.566667	PUMP (High Volume Peristaltic Pump)	ERS489552	This version can be used to provide data discovery services	TARA_20100515Z	SV Tara	TARA_052	0.22	27.8684	TARA_20100517T0410Z_052_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000231
TARA_R100000426	SAMEA2620421	0	5	This sample (TARA_R100000426) was collected during the Tara Oceans expedition (2009-2013) at station TARA_048 (latitudeN=-9.3921, longitudeE=66.4228) on date/time=2010-04-19T07:56, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000427,TARA_R100000428.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-04-19T10:59	2010-04-19T07:56	TARA_20100419T0756Z_048_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:23Z	public	2014-05-01Z	-9.4112	-9.3921	66.3281	66.4228		-2.201764	187.2575	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489332	34.1689	PUMP (High Volume Peristaltic Pump)	ERS489332	This version can be used to provide data discovery services	TARA_20100410Z	SV Tara	TARA_048	0.22	29.818233	TARA_20100419T0756Z_048_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000426
TARA_R100000388	SAMEA2620360	0.026898	5	This sample (TARA_R100000388) was collected during the Tara Oceans expedition (2009-2013) at station TARA_045 (latitudeN=0.0033, longitudeE=71.6428) on date/time=2010-04-13T03:21, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000389,TARA_R100000390.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-04-13T06:05	2010-04-13T03:21	TARA_20100413T0321Z_045_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:23Z	public	2014-05-01Z	0.0033	0.0033	71.6428	71.6428	(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)	2.575786	185.243833	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489257	35.091133	PUMP (High Volume Peristaltic Pump)	ERS489257	This version can be used to provide data discovery services	TARA_20100410Z	SV Tara	TARA_045	0.22	30.496383	TARA_20100413T0321Z_045_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000388
TARA_R100000501	SAMEA2620120	0.006724	270	This sample (TARA_R100000501) was collected during the Tara Oceans expedition (2009-2013) at station TARA_039 (latitudeN=18.7341, longitudeE=66.3896) on date/time=2010-03-20T08:15:28, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 262-280 m, targeting a mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000502,TARA_R100000503.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-03-20T16:00	2010-03-20T08:15	TARA_20100320T0817Z_039_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:15Z	public	2014-05-01Z	18.735	18.7341	66.3895	66.3896		19.566542	2.303017	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488959	35.901885	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS488959	This version can be used to provide data discovery services	TARA_20100309Z	SV Tara	TARA_039	0.22	15.614195	TARA_20100320T0817Z_039_Combined-EVENTS_CAST_MB_M_(270 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000501
TARA_R100000093	SAMEA2620053	0.014107	340	This sample (TARA_R100000093) was collected during the Tara Oceans expedition (2009-2013) at station TARA_038 (latitudeN=19.0351, longitudeE=64.5638) on date/time=2010-03-16T06:13:30, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 332-350 m, targeting a mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000094,TARA_R100000095.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-03-16T13:54	2010-03-16T06:13	TARA_20100316T0614Z_038_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:27Z	2015-11-04T11:48:08Z	public	2014-05-01Z	18.9918	19.0351	64.5757	64.5638		22.444602	2.369225	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488867	36.021302	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS488867	This version can be used to provide data discovery services	TARA_20100309Z	SV Tara	TARA_038	0.22	14.987618	TARA_20100316T0614Z_038_Combined-EVENTS_CAST_MB_M_(340 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000093
TARA_R100000049	SAMEA2619992	0.005649	600	This sample (TARA_R100000049) was collected during the Tara Oceans expedition (2009-2013) at station TARA_037 (latitudeN=20.8457, longitudeE=63.5851) on date/time=2010-03-12T17:08:47, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 596-605 m, targeting a mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000050,TARA_R100000051.	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-03-13T14:25	2010-03-12T17:08	TARA_20100313T0507Z_037_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:19Z	public	2014-05-01Z	20.8188	20.8457	63.6158	63.5851	(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)	31.802451	1.63999	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488791	35.693546	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS488791	This version can be used to provide data discovery services	TARA_20100309Z	SV Tara	TARA_037	0.22	12.066048	TARA_20100313T0507Z_037_Combined-EVENTS_CAST_MB_M_(600 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000049
TARA_A100001201	SAMEA2619872	0.163228	5	This sample (TARA_A100001201) was collected during the Tara Oceans expedition (2009-2013) at station TARA_033 (latitudeN=21.9467, longitudeE=38.2517) on date/time=2010-01-13T07:16, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_A100001202,TARA_A100001203.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-01-13T11:09	2010-01-13T07:16	TARA_20100113T0716Z_033_EVENT_PUMP	GSC	Genoscope	2014-09-15T17:02:28Z	2015-11-04T11:48:34Z	public	2014-05-01Z	22.1283	21.9467	38.1967	38.2517	(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)	-0.000271	182.812167	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488636	38.937417	PUMP (High Volume Peristaltic Pump)	ERS488636	This version can be used to provide data discovery services	TARA_20100108Z	SV Tara	TARA_033	0.22	27.329517	TARA_20100113T0716Z_033_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_A100001201
