SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	Distance	Duration	File name	Number of observations	Chlorophyll c3_min	Chlorophyll c3_first_quartile	Chlorophyll c3_median	Chlorophyll c3_third_quartile	Chlorophyll c3_max	Chlorophyll c1+c2_min	Chlorophyll c1+c2_first_quartile	Chlorophyll c1+c2_median	Chlorophyll c1+c2_third_quartile	Chlorophyll c1+c2_max	Chlorophyllide a_min	Chlorophyllide a_first_quartile	Chlorophyllide a_median	Chlorophyllide a_third_quartile	Chlorophyllide a_max	Peridinin_min	Peridinin_first_quartile	Peridinin_median	Peridinin_third_quartile	Peridinin_max	Phaeophorbide a_min	Phaeophorbide a_first_quartile	Phaeophorbide a_median	Phaeophorbide a_third_quartile	Phaeophorbide a_max	19-Butanoyloxyfucoxanthin_min	19-Butanoyloxyfucoxanthin_first_quartile	19-Butanoyloxyfucoxanthin_median	19-Butanoyloxyfucoxanthin_third_quartile	19-Butanoyloxyfucoxanthin_max	Fucoxanthin_min	Fucoxanthin_first_quartile	Fucoxanthin_median	Fucoxanthin_third_quartile	Fucoxanthin_max	Neoxanthin_min	Neoxanthin_first_quartile	Neoxanthin_median	Neoxanthin_third_quartile	Neoxanthin_max	Prasinoxanthin_min	Prasinoxanthin_first_quartile	Prasinoxanthin_median	Prasinoxanthin_third_quartile	Prasinoxanthin_max	Violaxanthin_min	Violaxanthin_first_quartile	Violaxanthin_median	Violaxanthin_third_quartile	Violaxanthin_max	19-Hexanoyloxyfucoxanthin_min	19-Hexanoyloxyfucoxanthin_first_quartile	19-Hexanoyloxyfucoxanthin_median	19-Hexanoyloxyfucoxanthin_third_quartile	19-Hexanoyloxyfucoxanthin_max	Diadinoxanthin_min	Diadinoxanthin_first_quartile	Diadinoxanthin_median	Diadinoxanthin_third_quartile	Diadinoxanthin_max	Alloxanthin_min	Alloxanthin_first_quartile	Alloxanthin_median	Alloxanthin_third_quartile	Alloxanthin_max	Diatoxanthin_min	Diatoxanthin_first_quartile	Diatoxanthin_median	Diatoxanthin_third_quartile	Diatoxanthin_max	Zeaxanthin_min	Zeaxanthin_first_quartile	Zeaxanthin_median	Zeaxanthin_third_quartile	Zeaxanthin_max	Lutein_min	Lutein_first_quartile	Lutein_median	Lutein_third_quartile	Lutein_max	Bacteriochlorophyll a_min	Bacteriochlorophyll a_first_quartile	Bacteriochlorophyll a_median	Bacteriochlorophyll a_third_quartile	Bacteriochlorophyll a_max	Divinyl chlorophyll b_min	Divinyl chlorophyll b_first_quartile	Divinyl chlorophyll b_median	Divinyl chlorophyll b_third_quartile	Divinyl chlorophyll b_max	Chlorophyll b_min	Chlorophyll b_first_quartile	Chlorophyll b_median	Chlorophyll b_third_quartile	Chlorophyll b_max	Chlorophyll b plus divinyl chlorophyll b_min	Chlorophyll b plus divinyl chlorophyll b_first_quartile	Chlorophyll b plus divinyl chlorophyll b_median	Chlorophyll b plus divinyl chlorophyll b_third_quartile	Chlorophyll b plus divinyl chlorophyll b_max	Divinyl chlorophyll a_min	Divinyl chlorophyll a_first_quartile	Divinyl chlorophyll a_median	Divinyl chlorophyll a_third_quartile	Divinyl chlorophyll a_max	Chlorophyll a_min	Chlorophyll a_first_quartile	Chlorophyll a_median	Chlorophyll a_third_quartile	Chlorophyll a_max	"Chlorophyll a, total_min"	"Chlorophyll a, total_first_quartile"	"Chlorophyll a, total_median"	"Chlorophyll a, total_third_quartile"	"Chlorophyll a, total_max"	Phaeophytin a_min	Phaeophytin a_first_quartile	Phaeophytin a_median	Phaeophytin a_third_quartile	Phaeophytin a_max	Carotene_min	Carotene_first_quartile	Carotene_median	Carotene_third_quartile	Carotene_max
TARA_R100000541	SAMEA2621416	ERS490900	TARA_082	TARA_20101206T1033Z_082_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_082_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101206T1033Z_082_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000541	548.8784	P03DT19H46M	tara_20101202t1446z_081_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100001143	SAMEA2621300	ERS490727	TARA_078	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	0.22	TARA_078_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(FeCl3)_W<0.22_R100001143	0.036476	P00DT00H00M	"tara_20101105t1235z_078_event_cast,tara_20101104t1708z_078_event_cast"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	0	0	0	0	0	0	0	0	0	0
TARA_R100001163	SAMEA2621285	ERS490704	TARA_078	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	120	0.22	TARA_078_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_DCM_(120m)_SEQ-(FeCl3)_W<0.22_R100001163	1.2973	P00DT01H09M	"tara_20101104t1708z_078_event_cast,tara_20101105t1235z_078_event_cast"	1	0.0231	0.0231	0.0231	0.0231	0.0231	0.0157	0.0157	0.0157	0.0157	0.0157	0	0	0	0	0	0.0015	0.0015	0.0015	0.0015	0.0015	0	0	0	0	0	0.0343	0.0343	0.0343	0.0343	0.0343	0.0064	0.0064	0.0064	0.0064	0.0064	0.002	0.002	0.002	0.002	0.002	0.0028	0.0028	0.0028	0.0028	0.0028	5.00E-04	5.00E-04	5.00E-04	5.00E-04	5.00E-04	0.0362	0.0362	0.0362	0.0362	0.0362	0.0031	0.0031	0.0031	0.0031	0.0031	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	0	0	0	0	0	0.0146	0.0146	0.0146	0.0146	0.0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.024	0.0488	0.0488	0.0488	0.0488	0.0488	0.1169	0.1169	0.1169	0.1169	0.1169	0.1657	0.1657	0.1657	0.1657	0.1657	0	0	0	0	0	0.012	0.012	0.012	0.012	0.012
TARA_R100001132	SAMEA2621247	ERS490648	TARA_076	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	0.22	TARA_076_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MES_(800m)_SEQ-(FeCl3)_W<0.22_R100001132	0.074161	P00DT00H00M	"tara_20101017t0905z_076_event_cast,tara_20101016t1415z_076_event_cast"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	0	0	0	0	0	0	0	0	0	0
TARA_R100000963	SAMEA2621010	ERS490245	TARA_068	TARA_20100913T1303Z_068_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	700	0.22	TARA_068_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100913T1303Z_068_Combined-EVENTS_CAST_MES_(700m)_SEQ-(FeCl3)_W<0.22_R100000963	3.7418	P00DT04H04M	"tara_20100913t1708z_068_event_cast,tara_20100913t1857z_068_event_cast"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0.0021	0.0021	0.0021	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0.0054	0.0054	0.0054	0.0054	0.0054	0.0054	0.0054	0.0054	0.0054	0	0	0	0	0	0	0	0	0	0
TARA_R100000306	SAMEA2620824	ERS489996	TARA_064	TARA_20100707T1217Z_064_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	1000	0.22	TARA_064_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100707T1217Z_064_Combined-EVENTS_CAST_MES_(1000m)_SEQ-(FeCl3)_W<0.22_R100000306	1.3181	P00DT02H58M	tara_20100707t0919z_064_event_cast	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000329	SAMEA2620783	ERS489904	TARA_062	TARA_20100703T0809Z_062_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_062_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100703T0809Z_062_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000329	133.6073	P00DT21H51M	tara_20100702t1024z_061_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000278	SAMEA2620755	ERS489867	TARA_058	TARA_20100629T1500Z_058_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	66	0.22	TARA_058_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100629T1500Z_058_EVENT_PUMP_DCM_(66m)_SEQ-(FeCl3)_W<0.22_R100000278	3.716	P00DT01H47M	tara_20100629t1313z_058_event_cast	1	0.0582	0.0582	0.0582	0.0582	0.0582	0.0507	0.0507	0.0507	0.0507	0.0507	0	0	0	0	0	0.0056	0.0056	0.0056	0.0056	0.0056	0.0041	0.0041	0.0041	0.0041	0.0041	0.061	0.061	0.061	0.061	0.061	0.016	0.016	0.016	0.016	0.016	0.005	0.005	0.005	0.005	0.005	0.0045	0.0045	0.0045	0.0045	0.0045	0.0016	0.0016	0.0016	0.0016	0.0016	0.1508	0.1508	0.1508	0.1508	0.1508	0.0091	0.0091	0.0091	0.0091	0.0091	0.0044	0.0044	0.0044	0.0044	0.0044	0	0	0	0	0	0.0895	0.0895	0.0895	0.0895	0.0895	0	0	0	0	0	0.0021	0.0021	0.0021	0.0021	0.0021	0	0	0	0	0	0.0443	0.0443	0.0443	0.0443	0.0443	0.0443	0.0443	0.0443	0.0443	0.0443	0.2707	0.2707	0.2707	0.2707	0.2707	0.3458	0.3458	0.3458	0.3458	0.3458	0.6166	0.6166	0.6166	0.6166	0.6166	0	0	0	0	0	0.0513	0.0513	0.0513	0.0513	0.0513
TARA_R100000365	SAMEA2620668	ERS489729	TARA_056	TARA_20100626T0713Z_056_EVENT_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	1000	0.22	TARA_056_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100626T0713Z_056_EVENT_CAST_MES_(1000m)_SEQ-(FeCl3)_W<0.22_R100000365	144.3237	P00DT18H16M	tara_20100625t1255z_055_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000353	SAMEA2620663	ERS489724	TARA_056	TARA_20100626T0705Z_056_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_056_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100626T0705Z_056_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000353	144.6554	P00DT18H09M	tara_20100625t1255z_055_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000231	SAMEA2620565	ERS489552	TARA_052	TARA_20100517T0410Z_052_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_052_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100517T0410Z_052_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000231	2.9085	P00DT05H30M	tara_20100517t0945z_052_event_cast	1	0.0053	0.0053	0.0053	0.0053	0.0053	0.0059	0.0059	0.0059	0.0059	0.0059	0	0	0	0	0	0.0017	0.0017	0.0017	0.0017	0.0017	0	0	0	0	0	0.0061	0.0061	0.0061	0.0061	0.0061	0.0022	0.0022	0.0022	0.0022	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.02	0.02	0.02	0.0032	0.0032	0.0032	0.0032	0.0032	0	0	0	0	0	0.0012	0.0012	0.0012	0.0012	0.0012	0.0871	0.0871	0.0871	0.0871	0.0871	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	0	0	0	0	0	0.011	0.011	0.011	0.011	0.011	0.011	0.011	0.011	0.011	0.011	0.0887	0.0887	0.0887	0.0887	0.0887	0.056	0.056	0.056	0.056	0.056	0.1447	0.1447	0.1447	0.1447	0.1447	0	0	0	0	0	0.0119	0.0119	0.0119	0.0119	0.0119
TARA_R100000426	SAMEA2620421	ERS489332	TARA_048	TARA_20100419T0756Z_048_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_048_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100419T0756Z_048_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000426	21.262	P00DT05H38M	tara_20100419t1337z_048_event_cast	2	7.00E-04	7.00E-04	0.0013	0.0019	0.0019	0.0013	0.0013	0.0019	0.0025	0.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00E-04	6.00E-04	0.00125	0.0019	0.0019	3.00E-04	3.00E-04	7.00E-04	0.0011	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036	0.0036	0.0062	0.0088	0.0088	5.00E-04	5.00E-04	0.00075	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0.0575	0.0575	0.06295	0.0684	0.0684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0.0013	0.0025	0.0037	0.0037	0.0013	0.0013	0.0025	0.0037	0.0037	0.0343	0.0343	0.0385	0.0427	0.0427	0.013	0.013	0.01685	0.0207	0.0207	0.0473	0.0473	0.0553	0.0633	0.0633	0	0	0	0	0	0.0058	0.0058	0.00665	0.0075	0.0075
TARA_R100000388	SAMEA2620360	ERS489257	TARA_045	TARA_20100413T0321Z_045_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_045_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100413T0321Z_045_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000388	184.2038	P01DT23H17M	tara_20100415t0240z_046_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000501	SAMEA2620120	ERS488959	TARA_039	TARA_20100320T0817Z_039_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	270	0.22	TARA_039_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100320T0817Z_039_Combined-EVENTS_CAST_MES_(270m)_SEQ-(FeCl3)_W<0.22_R100000501	0.005826	P00DT00H00M	"tara_20100320t0817z_039_event_cast,tara_20100318t0956z_039_event_cast"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0.0058	0.0058	0.0058	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0.0013	0.0013	0.0013	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0.0014	0.0014	0.0014	0.0014	0.0014	0.0014	0.0014	0.0014	0.0014	0	0	0	0	0	0.0023	0.0023	0.0023	0.0023	0.0023
TARA_R100000093	SAMEA2620053	ERS488867	TARA_038	TARA_20100316T0614Z_038_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	340	0.22	TARA_038_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100316T0614Z_038_Combined-EVENTS_CAST_MES_(340m)_SEQ-(FeCl3)_W<0.22_R100000093	3.4487	P00DT03H41M	"tara_20100316t0956z_038_event_cast,tara_20100315t0936z_038_event_cast"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061	0.0061	0.0061	0.0061	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0.0012	0.0012	0.0012	0.0012	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0	0	0	0	0	0	0	0	0	0
TARA_R100000049	SAMEA2619992	ERS488791	TARA_037	TARA_20100313T0507Z_037_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	600	0.22	TARA_037_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100313T0507Z_037_Combined-EVENTS_CAST_MES_(600m)_SEQ-(FeCl3)_W<0.22_R100000049	3.0322	P00DT06H33M	"tara_20100312t1036z_036_event_cast,tara_20100313t0949z_037_event_cast"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04	2.00E-04	2.00E-04	2.00E-04	2.00E-04	2.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0.0011	0.0011	0.0011	0.0011	0.0011	0.0011	0.0011	0.0011	0.0011	0	0	0	0	0	0	0	0	0	0
TARA_A100001201	SAMEA2619872	ERS488636	TARA_033	TARA_20100113T0716Z_033_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_033_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100113T0716Z_033_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_A100001201	20.3827	P00DT03H38M	tara_20100113t1102z_033_event_cast	2	0.0122	0.0122	0.01355	0.0149	0.0149	0.0145	0.0145	0.01575	0.017	0.017	0	0	0	0	0	0	0	0.0019	0.0038	0.0038	0	0	0	0	0	0.0069	0.0069	0.00775	0.0086	0.0086	0.0064	0.0064	0.007	0.0076	0.0076	0.0018	0.0018	0.0019	0.002	0.002	0.0028	0.0028	0.00305	0.0033	0.0033	0.0014	0.0014	0.0016	0.0018	0.0018	0.0359	0.0359	0.03885	0.0418	0.0418	0.0045	0.0045	0.0051	0.0057	0.0057	0.0029	0.0029	0.00295	0.003	0.003	0	0	0	0	0	0.1981	0.1981	0.20015	0.2022	0.2022	0	0	0	0	0	9.00E-04	9.00E-04	0.00105	0.0012	0.0012	0	0	0	0	0	0.0242	0.0242	0.0265	0.0288	0.0288	0.0242	0.0242	0.0265	0.0288	0.0288	0.0686	0.0686	0.07105	0.0735	0.0735	0.258	0.258	0.2659	0.2738	0.2738	0.3267	0.3267	0.337	0.3473	0.3473	0	0	0	0	0	0.0304	0.0304	0.0311	0.0318	0.0318
TARA_X000001316	SAMEA2619625	ERS488253	TARA_011	TARA_20091004T0830Z_011_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	9	0.22	TARA_011_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091004T0830Z_011_EVENT_PUMP_SRF_(9m)_SEQ-(FeCl3)_W<0.22_X000001316	113.3345	P04DT00H00M	tara_20090930t0829z_010_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100001510	SAMEA2622357	ERS492198	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	0.22	TARA_109_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100001510	2.1915	P00DT03H22M	tara_20110512t1855z_109_event_cast	3	0.0151	0.0178	0.0259	0.0274	0.0279	0.0252	0.02835	0.0378	0.0414	0.0426	0	0	0	0	0	0.0079	0.00845	0.0101	0.012275	0.013	0	0	0	0	0	0.0127	0.015375	0.0234	0.023775	0.0239	0.0109	0.011425	0.013	0.0169	0.0182	0.0126	0.014325	0.0195	0.020775	0.0212	0	0	0	0	0	0.0088	0.0091	0.01	0.011725	0.0123	0.053	0.05655	0.0672	0.075075	0.0777	0.0048	0.0051	0.006	0.00615	0.0062	0	0	0	0	0	0	0.000175	7.00E-04	7.00E-04	7.00E-04	0.0859	0.08895	0.0981	0.113175	0.1182	0.0083	0.010225	0.016	0.016525	0.0167	0.0018	0.00195	0.0024	0.002475	0.0025	0.0094	0.0115	0.0178	0.019075	0.0195	0.0571	0.065225	0.0896	0.114425	0.1227	0.0665	0.076725	0.1074	0.1335	0.1422	0.1083	0.11875	0.1501	0.16825	0.1743	0.2103	0.22735	0.2785	0.299575	0.3066	0.3185	0.346025	0.4286	0.467825	0.4809	0.0037	0.004	0.0049	0.005425	0.0056	0.0215	0.02275	0.0265	0.02935	0.0303
