sample_event_ID	sample_Alias	ArchiveID_biosample	Description	ENA checklist	INSDC center name	ArchiveID_SRAaccession	sample_name	upper_filtration_size	lower_filtration_size	ammonia	chlorophyll	collection_dateTime	depth	diss_oxygen	env_biome	env_feature	env_package	geo_loc_name	lat	lon	nitrate	nitrite	pH	phosphate	salinity	silicate	temp	total_depth_water_col	urea
SE_73	jcvi_beyster_201508_GS652_0p8	SAMEA3512150	"Water sample taken on 2009-06-06 07:35 AM +0000 from site GS652 (lat:54.268715, long:7.1871166), 0.8-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Germany, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Germany as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819299	GS652	3	0.8	0.669	3.1	2009-06-06T07:35:00	17	6.1	ocean biome	coastal	water	"North Atlantic Ocean:Northern European Seas:North Sea Marine Ecoregion:Helgoland,Germany"	54.268715	7.1871166	2.63	0.049	8.4	0.032	33.24	1.241	11.57	36	0.524
SE_73	jcvi_beyster_201508_GS652_0p1	SAMEA3512149	"Water sample taken on 2009-06-06 07:35 AM +0000 from site GS652 (lat:54.268715, long:7.1871166), 0.1-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Germany, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Germany as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819298	GS652	0.8	0.1	0.669	3.1	2009-06-06T07:35:00	17	6.1	ocean biome	coastal	water	"North Atlantic Ocean:Northern European Seas:North Sea Marine Ecoregion:Helgoland,Germany"	54.268715	7.1871166	2.63	0.049	8.4	0.032	33.24	1.241	11.57	36	0.524
SE_74	jcvi_beyster_201508_GS697_3p0	SAMEA3512153	"Water sample taken on 2009-08-26 09:45 AM +0000 from site GS697 (lat:47.75755, long:9.126333), 3.0-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Germany, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Germany as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819302	GS697	20	3	0.49	2	2009-08-26T09:45:00	1		freshwater lake	Fresh water lake	water	Germany: Lake Konstanz	47.75755	9.126333	37.875	0.459		0.037	0	17.525	23	130	1.941
SE_74	jcvi_beyster_201508_GS697_0p8	SAMEA3512152	"Water sample taken on 2009-08-26 09:45 AM +0000 from site GS697 (lat:47.75755, long:9.126333), 0.8-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Germany, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Germany as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819301	GS697	3	0.8	0.49	2	2009-08-26T09:45:00	1		freshwater lake	Fresh water lake	water	Germany: Lake Konstanz	47.75755	9.126333	37.875	0.459		0.037	0	17.525	23	130	1.941
SE_74	jcvi_beyster_201508_GS697_0p1	SAMEA3512151	"Water sample taken on 2009-08-26 09:45 AM +0000 from site GS697 (lat:47.75755, long:9.126333), 0.1-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Germany, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Germany as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819300	GS697	0.8	0.1	0.49	2	2009-08-26T09:45:00	1		freshwater lake	Fresh water lake	water	Germany: Lake Konstanz	47.75755	9.126333	37.875	0.459		0.037	0	17.525	23	130	1.941
SE_75	jcvi_beyster_201508_GS698_3p0	SAMEA3512156	"Water sample taken on 2009-08-26 11:45 AM +0000 from site GS698 (lat:47.75755, long:9.126333), 3.0-�m filter fraction. Samples were collected by filtering 205L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Germany, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Germany as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819305	GS698	20	3	0.46	6	2009-08-26T11:45:00	9		freshwater lake	Fresh water lake	water	Germany: Lake Konstanz	47.75755	9.126333	39.813	0.407		0.045	0	23.473	20	130	0.873
SE_75	jcvi_beyster_201508_GS698_0p8	SAMEA3512155	"Water sample taken on 2009-08-26 11:45 AM +0000 from site GS698 (lat:47.75755, long:9.126333), 0.8-�m filter fraction. Samples were collected by filtering 205L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Germany, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Germany as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819304	GS698	3	0.8	0.46	6	2009-08-26T11:45:00	9		freshwater lake	Fresh water lake	water	Germany: Lake Konstanz	47.75755	9.126333	39.813	0.407		0.045	0	23.473	20	130	0.873
SE_75	jcvi_beyster_201508_GS698_0p1	SAMEA3512154	"Water sample taken on 2009-08-26 11:45 AM +0000 from site GS698 (lat:47.75755, long:9.126333), 0.1-�m filter fraction. Samples were collected by filtering 205L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Germany, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Germany as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819303	GS698	0.8	0.1	0.46	6	2009-08-26T11:45:00	9		freshwater lake	Fresh water lake	water	Germany: Lake Konstanz	47.75755	9.126333	39.813	0.407		0.045	0	23.473	20	130	0.873
SE_76	jcvi_beyster_201508_GS718_3p0	SAMEA3512159	"Water sample taken on 2009-11-05 10:00 AM +0000 from site GS718 (lat:41.649536, long:2.8), 3.0-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Spain, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Spain as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819308	GS718	20	3	0.254	0.4	2009-11-05T10:00:00	3	204	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Blanes, Spain"	41.649536	2.8	0.228	<0.03 (below detection)		<0.03 (below detection)	38.1	2.104	18.2	60	0.368
SE_76	jcvi_beyster_201508_GS718_0p8	SAMEA3512158	"Water sample taken on 2009-11-05 10:00 AM +0000 from site GS718 (lat:41.649536, long:2.8), 0.8-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Spain, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Spain as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819307	GS718	3	0.8	0.254	0.4	2009-11-05T10:00:00	3	204	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Blanes, Spain"	41.649536	2.8	0.228	<0.03 (below detection)		<0.03 (below detection)	38.1	2.104	18.2	60	0.368
SE_76	jcvi_beyster_201508_GS718_0p1	SAMEA3512157	"Water sample taken on 2009-11-05 10:00 AM +0000 from site GS718 (lat:41.649536, long:2.8), 0.1-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Spain, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Spain as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819306	GS718	0.8	0.1	0.254	0.4	2009-11-05T10:00:00	3	204	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Blanes, Spain"	41.649536	2.8	0.228	<0.03 (below detection)		<0.03 (below detection)	38.1	2.104	18.2	60	0.368
SE_77	jcvi_beyster_201508_GS721_0p1	SAMEA3512160	"Water sample taken on 2009-11-07 05:30 AM +0000 from site GS721 (lat:39.49235, long:2.127316), 0.1-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Spain, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Spain as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819309	GS721	0.8	0.1	0.283	0.4	2009-11-07T05:30:00	3	202	ocean biome	Open Ocean	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Mallorca, Spain"	39.49235	2.127316	<0.03 (below detection)	BD	8.3	<0.03 (below detection)	38	0.698	19.9	100	0.231
SE_77	jcvi_beyster_201508_GS722_0p1	SAMEA3512161	"Water sample taken on 2009-11-07 05:30 AM +0000 from site GS722 (lat:39.49235, long:2.127316), 0.1-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Spain, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Spain as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819310	GS722	0.8	0.1	0.352	0.7	2009-11-07T05:30:00	70	226.4	ocean biome	Open Ocean	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Mallorca, Spain"	39.49235	2.127316	1.076	<0.03 (below detection)	8.3	<0.03 (below detection)	37.9	3.498	15.6	100	0.125
SE_78	jcvi_beyster_201508_GS734_3p0	SAMEA3512164	"Water sample taken on 2010-05-13 10:00 AM +0000 from site GS734 (lat:42.640068, long:0.7772167), 3.0-�m filter fraction. Samples were collected by filtering 80L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Spain, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Spain as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819313	GS734	20	3	16.429		2010-05-13T10:00:00			freshwater lake	High Altitude lake (2240 meters)	water	"Spain: Lake Redon, Pyrenees Mountains"	42.640068	0.7772167	11.738	0.076	5.49	0.039		0.104		73	7.098
SE_78	jcvi_beyster_201508_GS734_0p8	SAMEA3512163	"Water sample taken on 2010-05-13 10:00 AM +0000 from site GS734 (lat:42.640068, long:0.7772167), 0.8-�m filter fraction. Samples were collected by filtering 80L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Spain, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Spain as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819312	GS734	3	0.8	16.429		2010-05-13T10:00:00			freshwater lake	High Altitude lake (2240 meters)	water	"Spain: Lake Redon, Pyrenees Mountains"	42.640068	0.7772167	11.738	0.076	5.49	0.039		0.104		73	7.098
SE_78	jcvi_beyster_201508_GS734_0p1	SAMEA3512162	"Water sample taken on 2010-05-13 10:00 AM +0000 from site GS734 (lat:42.640068, long:0.7772167), 0.1-�m filter fraction. Samples were collected by filtering 80L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Spain, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Spain as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819311	GS734	0.8	0.1	16.429		2010-05-13T10:00:00			freshwater lake	High Altitude lake (2240 meters)	water	"Spain: Lake Redon, Pyrenees Mountains"	42.640068	0.7772167	11.738	0.076	5.49	0.039		0.104		73	7.098
SE_79	jcvi_beyster_201508_GS742_0p1	SAMEA3512165	"Water sample taken on 2010-07-13 12:20 PM +0000 from site GS742 (lat:39.897102, long:11.7578335), 0.1-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Italy, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Italy as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819314	GS742	0.8	0.1	0.233	0.2	2010-07-13T12:20:00	1	4.41	ocean biome	Open Ocean	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Tyrrhenian Sea, Seamount Magnaghi, Italy"	39.897102	11.7578335	0.053	<0.03 (below detection)	7.99	<0.03 (below detection)	38.01	2.17	28.32	1465.2439	0.239
SE_80	jcvi_beyster_201508_GS747_3p0	SAMEA3512168	"Water sample taken on 2010-07-14 02:35 PM +0000 from site GS747 (lat:40.808464, long:14.249701), 3.0-�m filter fraction. Samples were collected by filtering 75L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Italy, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Italy as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819317	GS747	20	3	1.277	5	2010-07-14T14:35:00	3	4.5	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Gulf of Napals, Italy"	40.808464	14.249701	0.231	<0.03 (below detection)	8.08	<0.03 (below detection)	37.07	6.453	27.22	76.82927	0.554
SE_80	jcvi_beyster_201508_GS747_0p8	SAMEA3512167	"Water sample taken on 2010-07-14 02:35 PM +0000 from site GS747 (lat:40.808464, long:14.249701), 0.8-�m filter fraction. Samples were collected by filtering 75L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Italy, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Italy as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819316	GS747	3	0.8	1.277	5	2010-07-14T14:35:00	3	4.5	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Gulf of Napals, Italy"	40.808464	14.249701	0.231	<0.03 (below detection)	8.08	<0.03 (below detection)	37.07	6.453	27.22	76.82927	0.554
SE_80	jcvi_beyster_201508_GS747_0p1	SAMEA3512166	"Water sample taken on 2010-07-14 02:35 PM +0000 from site GS747 (lat:40.808464, long:14.249701), 0.1-�m filter fraction. Samples were collected by filtering 75L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Italy, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Italy as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819315	GS747	0.8	0.1	1.277	5	2010-07-14T14:35:00	3	4.5	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Gulf of Napals, Italy"	40.808464	14.249701	0.231	<0.03 (below detection)	8.08	<0.03 (below detection)	37.07	6.453	27.22	76.82927	0.554
SE_81	jcvi_beyster_201508_GS752_0p1	SAMEA3512169	"Water sample taken on 2010-07-16 11:57 AM +0000 from site GS752 (lat:38.25325, long:15.629167), 0.1-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Italy, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Italy as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819318	GS752	0.8	0.1	1.361	2.46	2010-07-16T11:57:00	1	4.7	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Messina Straits, Italy"	38.25325	15.629167	0.456	<0.03 (below detection)	8.02	<0.03 (below detection)	37.71	2.557	25.23	116.768295	0.221
SE_82	jcvi_beyster_201508_GS753_0p1	SAMEA3512170	"Water sample taken on 2010-07-16 12:00 PM +0000 from site GS753 (lat:38.25325, long:15.629167), 0.1-�m filter fraction. Samples were collected by filtering 200L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Italy, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Italy as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819319	GS753	0.8	0.1	0.263	0.9	2010-07-16T12:00:00	27	5.3	ocean biome	Coastal	water	"Temperate Northern Atlantic:Mediterranean Sea:Western Mediterranean Marine Ecoregion:Messina Straits, Italy"	38.25325	15.629167	0.634	<0.03 (below detection)	8	<0.03 (below detection)	38.25	1.743	17.41	116.768295	0.141
SE_83	jcvi_beyster_201508_GS756_0p1	SAMEA3512171	"Water sample taken on 2010-07-17 09:07 AM +0000 from site GS756 (lat:38.528267, long:18.074806), 0.1-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Italy, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Italy as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819320	GS756	0.8	0.1	0.761	0.2	2010-07-17T09:07:00	1	4.5	ocean biome	Open Ocean	water	"Temperate Northern Atlantic:Mediterranean Sea:Ionian Sea Marine Ecoregion:Ionian Sea, Italy"	38.528267	18.074806	<0.03 (below detection)	BD	8	<0.03 (below detection)	38.92	2.403	26.4	2660.6707	0.263
SE_84	jcvi_beyster_201508_GS758_0p1	SAMEA3512172	"Water sample taken on 2010-07-18 07:36 AM +0000 from site GS758 (lat:41.213516, long:17.8776), 0.1-�m filter fraction. Samples were collected by filtering 400L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Italy, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Italy as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819321	GS758	0.8	0.1	0.569	0.24	2010-07-18T07:36:00	1	4.47	ocean biome	Open Ocean	water	"Temperate Northern Atlantic:Mediterranean Sea:Adriatic Sea Marine Ecoregion:Adriatic Sea, Italy"	41.213516	17.8776	<0.03 (below detection)	BD	8.02	<0.03 (below detection)	38.3	2.686	27.4	1030.183	0.239
SE_85	jcvi_beyster_201508_GS762_3p0	SAMEA3512175	"Water sample taken on 2010-09-07 12:40 PM +0000 from site GS762 (lat:42.435883, long:28.135767), 3.0-�m filter fraction. Samples were collected by filtering 230L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Bulgaria, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Bulgaria as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819324	GS762	20	3	0.187	0.56	2010-09-07T12:40:00	0.30487806	5.3	ocean biome	Open OCean	water	Temperate Northern Atlantic:Black Sea:Black Sea Marine Ecoregion:Bulgaria	42.435883	28.135767	0.765	<0.03 (below detection)	8.2	<0.03 (below detection)	16.23	5.017	24.26	76.21951	0.608
SE_85	jcvi_beyster_201508_GS762_0p8	SAMEA3512174	"Water sample taken on 2010-09-07 12:40 PM +0000 from site GS762 (lat:42.435883, long:28.135767), 0.8-�m filter fraction. Samples were collected by filtering 230L of water pumped through a 20-�m prefilter, then size-fractionating by serial filtration through 3-�m, 0.8-�m, and 0.1-�m membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Bulgaria, the country from which the sample was obtained. Users of this information agree to: 1) acknowledge Bulgaria as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website: http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes."	ERC000011	J CRAIG VENTER INSTITUTE	ERS819323	GS762	3	0.8	0.187	0.56	2010-09-07T12:40:00	0.30487806	5.3	ocean biome	Open OCean	water	Temperate Northern Atlantic:Black Sea:Black Sea Marine Ecoregion:Bulgaria	42.435883	28.135767	0.765	<0.03 (below detection)	8.2	<0.03 (below detection)	16.23	5.017	24.26	76.21951	0.608
